,stripped,readable
894,bulletin describe bad credit situation stock paddy sell bank money,The bulletin describes the bad credit situation: There s a stock of paddy but it hasn t been sold so the bank doesn t have its money.
895,people sell crop,Why aren t people selling the crop?
896,late labor due covid restriction movement,Late labor due to COVID restrictions on movement.
897,harvest delay due restrict access labor equipment,Harvest delays due to restricted access to labor and equipment.
898,rice gets collect union cooperative seek trader count payment paddy sell bank reimburse,"Then the rice gets collected by unionscooperatives, who seek traders but it doesn t count as payment until the paddy is sold and the bank is reimbursed."
899,sometimes cooperative delay paddy look high price,Sometimes the cooperative is delaying on the paddy looking for a higher price!
900,would dr fall predict table look like next month,What would Dr. Fall predict Table 3 to look like next month?
901,hope reimbursement,He hopes for more reimbursement.
902,reimbursement kind become rare often farmer sell paddy,Reimbursement in kind is becoming rare; more often farmers sell the paddy.
903,naatal mbay system farmer sell miller reimburse bank guarantee paddy give farmer would use automatically miller repay credit bank,"The Naatal Mbay system has farmers sell to millers who reimburse to the banks, which was a guarantee that the paddy given by the farmers would be used automatically by millers to repay credit to the bank."
904,miller take paddy farmer farmer repay credit,"When millers take paddy from farmers, the farmers have repaid their credit."
905,let look november bulletin,Let s look at the November bulletin!
906,nov,23 - Nov - 2021.
907,look reimbursement table note onion,We re looking at the reimbursement table again (note: for onions!!).
908,average richard toll st louis,"The average now is 98% for Richard Toll, up to 100% to St. Louis."
909,dr fall emphasize number evolve time repaid credit three month,Dr. Fall emphasizes how the numbers evolve over time with repaid credit over three months.
910,since people harvest june late july take roughly month collect debt,"Since people harvest in June or late July, it takes roughly 3 months to collect debts."
911,bulletin say remain credit come credit loan onion suppose pay june six month onion harvest full credit reimbursement,"The bulletin says the remaining credit comes from credit loaned on onions, which is supposed to be paid by June six months between onion harvest and full credit reimbursement!"
912,one thing learn make sure know crop table talk,One thing we ve learned: Make sure you know which crop the table is talking about.
913,table rice table show expect hectare around within two month rainy season,"The table for rice (Table 3) shows that expected hectares is around 56%, within two months of the rainy season."
914,last column taux r alisation represent percentage forecast green actually realize,The last column (Taux R alisation) represents what percentage of the forecast (green) was actually realized.
915,government think people would plant twice much area,So the government thought people would plant twice as much area as they did.
916,prediction really,What are the predictions really?
917,number represent government expect beginning season hope expect,"The numbers represent what the government expects at the beginning of the season (not hope, expect.)"
918,know area farmer expect plant increase decrease accordingly,They know the area and the farmers so they expect planting to increase or decrease accordingly.
919,dr fall say prediction november document bad prediction,"Dr. Fall says the predictions in the November document are very, very, very bad predictions."
920,saed basis forecast several criterion,SAED bases forecasting on several criteria.
921,first one availability land ready start plant,The first one: Availability of land who is ready to start planting?
922,among land ready plant part coop repay time get access credit,"Then, among those who have land that is ready to plant, which are part of coops that have repaid on time and can get access to credit?"
923,land ready plant coop incoming credit affect government incentive reduce price increase price plant plant,"Then, of those who have land ready to plant and coops with incoming credit, how are they affected by the government incentives (reduced price on this, increased price on that) to plant or not plant?"
924,dr fall think could well prediction,Dr. Fall thinks he could do better with these predictions.
925,say give saed credit nobody know predict global pandemic,He says to give SAED some credit because nobody knows what to predict in a global pandemic!
926,last year covid bird attack incoming political campaign parameter saed access control,"Last year there wasn t just COVID, there were bird attacks, incoming political campaigns and other parameters that SAED didn t have access to or control over."
927,politician claim government may sway farmer feel whether plant,What politicians are claiming about how the government is doing may sway how farmers feel about whether to plant (?
928,think dr fall say,I think this is what Dr. Fall said.)
929,government always defend ag,The government will always defend its ag.
930,program well seed,"program (we have better seeds, etc.)"
931,increase subsidy input access high paddy price make farmer happy,"and increase subsidies, input access, higher paddy price to make the farmers happy."
932,hand sometimes try cheat use false information ,"On the other hand, sometimes they try to cheat using false information we do this and that, when they don t."
933,dr fall say might saed project big win government forecast show farmer willing produce self sufficiency within reach course work covid,Dr. Fall says it might be that SAED was projecting a big win for the government in its forecasts to show that farmers are willing to produce and that self-sufficiency is within reach but of course that didn t work out during COVID.
934,might political interest behind wildly bad prediction,So there might be political interests behind this wildly bad prediction.
935,suspicious table high accuracy saed prediction,Is it suspicious that Table 4 has very high accuracy for SAED s predictions?
936,lac de guerre new area irrigated rice,It s for Lac de Guerre which has a new area for irrigated rice.
937,dr fall say area datum collect small hard accurate,Dr. Fall says the area data is being collected for is very small (2700) so it s not hard to be accurate.
938,hand bakel rate bad,"On the other hand, Bakel s rate is very bad."
939,bakel far away much irrigate infrastructure,Bakel is very far away and they don t have much irrigated infrastructure.
940,forget people get access program,They re not forgotten people but don t get access to programs.
941,note think indicate saed collect datum credit disburse irrigation exist,NOTE: I think this indicates that SAED only collects data for which credit is disbursed andor irrigation exists.
942,explain hectare bakel always tiny,This explains why the hectares for Bakel are always so tiny.
943,look reimbursement high expect,We look at the reimbursements and they are now higher as expected.
944,saed get information credit,How does SAED get information on credit?
945,get bank department work directly saed,"They get it from the bank itself, which has a department working directly with SAED."
946,saed confirm farmer useable land repay credit bank want saed pressure farmer repay loan need give information saed,"SAED confirms that farmers have useable land and can repay credit, and the bank wants SAED to pressure farmers to repay loans, so they need to give information to SAED."
947,tell saed much money need repay four delegation srv divide bank,They ll tell SAED how much money needs to be repaid by the four Delegations that the SRV is divided up into by the bank.
948,dr fall confirm datum accurate,Dr. Fall confirms the data are very accurate.
949,september bulletin say shortage fertilizer,"In the September bulletin, it says there s a shortage of fertilizer."
950,dr fall confirm bad,Dr. Fall confirms this is bad.
951,government program enough cover need come late distribution even,The government program isn t enough to cover need; it comes late; and the distribution is not even.
952,people suppose get input get big religious farmer get input,"The people who were supposed to get the inputs don t get them, and the big and religious farmers are getting all the inputs."
953,predict,Can you predict this?
954,know farmer get fertilizer know pass point ought use already improve crop,"If you know farmers haven t gotten fertilizer, and you know that you ve passed the point where it ought to have been used already, then it won t improve the crop."
955,subsidy program bank give credit fertilizer,"When you re in the subsidy program, the bank gives you credit for fertilizer."
956,register village level get fertilizer,You have to register at the village level to get the fertilizer.
957, mean fertilizer appear time,But that doesn t mean the fertilizer will appear on time.
958,hand bring credit input trader get time,"On the other hand, you should bring your credit to an input trader and get it on time."
959,farmer complain want subsidy program change farmer get fertilizer directly relate price paddy understand part,"This is why the farmers are complaining that they want the subsidy program changed, such that farmers can get fertilizer directly related to the price of paddy <<I didn t understand this part>>."
960,part subsidy program well wait wait get time might get enough,"If you do it as part of a subsidy program, well those who can wait, can wait, but you won t get it on time and might not get enough."
961,farmer want punctual get credit bank go directly trader everything time,"Farmers who want to be punctual get the credit from the bank, go directly to a trader, and then do everything on time."
962,hydrological monitoring senegal river matter much,Does hydrological monitoring of the Senegal River matter much?
963,yes,Yes!
964,everyone believe enough water river underground water lake,"Everyone believes there s enough water from the river, underground water and the lake."
965,way water use hugely wasteful,But the way water is used is hugely wasteful.
966,work sustainable matter think water,"If you re working in a sustainable matter, you have to think about water."
967,dr fall discover prediction tool make ancar advise farmer market information climate change,Dr. Fall has discovered a prediction tool made by ANCAR to advise farmers on market information and climate change.
968,call saida,They call it SAIDA.
969,riceadvice within saed africarice dr fall friend work,RiceAdvice is within SAED and AfricaRice; Dr. Fall has a friend who worked on it.
970,acdi dr fall recall anything usaid project,ACDI: Dr. Fall doesn t recall anything about this USAID project.
971,acdi cida international canadian development agency,ACDI_CIDA: International Canadian development agency.
972,mainly donor work agriculture sector well livestock,"It s mainly a donor, working in the agriculture sector as well as in livestock."
973,isra use project mainly rice,"ISRA used to have a project with them, mainly on rice."
974,work different institution case srv work isra finance rice project variety development promote artisanal tool mechanization,"Work with different institutions, in the case of the SRV they work with ISRA by financing rice projects, not only variety development but also promoting artisanal tools for mechanization."
975,french call acdi french work,(In French they call it ACDI because that s how French works.)
976,work africarice,They also work with AfricaRice.
977,part subregional task force rice agriculture equipment include mali,"They re part of a subregional task force on rice and agriculture equipment, including Mali, etc."
978,involve miller,Also involved with millers.
979,important avc right,How important to the AVC right now?
980,dr fall say project end two year ago right call important two year ago put mechanization focal point,"Dr. Fall says the project ended two years ago, so right now you couldn t call them important; but two years ago they were putting mechanization as the focal point."
981,current project dr fall know,No current projects that Dr. Fall knows about.
982,afd french government donor finance research project call onehealth human livestock health integrate human livestock rural development project ongoing,"AFD: French government donor, financing a research project called OneHealth about human being and livestock health, integrated human-livestock rural development project (ongoing)."
983,finance saed agroecology aspect,"Also financing SAED on agroecology, aspects of (??)"
984,technology,technology.
985,dr fall use project analyze price rice power stakeholder rice price rice value chain aid farmer fix paddy rice,"Dr. Fall used to have a project with them on analyzing the price of rice and the power of stakeholders over the rice price in the rice value chain, aiding farmers to fix the paddy rice."
986,work different part senegal include srv nationwide different interest,"They work in different parts of Senegal, including the SRV, but they re nationwide and they have different interests."
987,africarice specialize rice research,AfricaRice: Specialize in rice research.
988,work rice ecology senegal base srv irrigate,"Work in all rice ecologies in Senegal, but they re based in the SRV because it s irrigated."
989,work rainfed mangrove ecology,Also working on rainfed and mangrove ecologies.
990,senegal african country west central east africa,"Not only in Senegal, they are in 24 African countries (West, Central and East Africa)."
991,mainly work national research institute provide advice technology,They mainly work with national research institutes to provide advice and technology.
992,ongoing project,Ongoing projects.
993,involve rice policy,Also involved in rice policy.
994,affiliate cgiar associate national research institute country,Affiliated with CGIAR and associated with national research institutes of the countries they re in.
995,originally west african country,Originally in just West African countries.
996,senegal work isra saed,"In Senegal, they work with ISRA and SAED."
997,work farmer directly field trial,They also work with farmers directly to do field trials.
998,train farmer directly extension agency,They train both farmers directly and extension agencies.
999,work saed diffusion innovation,they work with SAED for diffusion of innovations.
1000,agra regional organization work mainly seed seed operator,AGRA: Regional organization working mainly on seeds with seed operators.
1001,provide service private sector improve seed,They provide services to private sector to improve seeds.
1002,work isra seed operator mainly private sector,"They work with ISRA and seed operators, mainly the private sector."
1003,reinforce capacity seed operator maintain relationship isra private sector develop business market improved seed,"They reinforce the capacity of seed operators and maintain relationships between ISRA and the private sector, developing business and market for improved seeds."
1004,capacity development side seed operator business development push private sector invest improve seed,"Both capacity development on the side of seed operators but also business development, pushing private sector to invest in improved seeds."
1005,ongoing project base ghana nigeria,"Ongoing projects, based in Ghana and Nigeria."
1006,anacim government base agency work meteorological information like forecast,"ANACIM: Government-based agency, working on meteorological information like forecasting."
1007,sell information saed isra,They sell information to SAED and ISRA!
1008,ongoing,Ongoing.
1009,ancar rural development national extension agency suppose provide extension service farmer different crop different sector,"ANCAR: Rural development national extension agency, supposed to provide extension services to all farmers in different crops and different sectors."
1010,deal agriculture livestock fishery,"They deal with agriculture, livestock, fisheries, etc."
1011,government agency free service,They re a government agency with free services.
1012,fund world bank donor,Funded by the World Bank and other donors.
1013,world bank support first ancar program plan end project ancar would depend farmer finance support many donor include banque agricole,"The World Bank supported the first ANCAR program, with the plan that at the end of the project ANCAR would depend on farmers to be financed; now they are supported by many donors, including Banque Agricole."
1014,ancar act mediator organization farmer bank go ancar,"ANCAR acts as a mediator between organizations and farmers; if it s a bank, it s going through ANCAR."
1015,ancar saed national multi crop scale,"ANCAR does what SAED does, on a national multi-crop scale."
1016,ancar srv leave rice advise saed handle horticulture srv,"ANCAR is also in the SRV, but it leaves the rice advising to SAED and handles horticulture in the SRV."
1017,whenever already extension agency something specific like saed rice orient towards crop,Whenever there s already an extension agency doing something specific (like SAED with rice) it orients itself towards other crops.
1018,saed come ancar,SAED came before ANCAR.
1019,example decision make tool call saida,Example: Decision-making tool called SAIDA.
1020,isra project include fnra,ISRA had a project with them including FNRA (??)
1021,try link agency together multi state project isra saed ancar,"trying to link agencies together with a multi-state project (ISRA, SAED, ANCAR)."
1022,saed fight preserve role rice matter ancar wise train farmer agricultural practice stay rice,"But SAED has fought to preserve their role on rice in any matter, so ANCAR was wise and trains farmers in agricultural practices and stays out of rice."
1023,saida decision make tool,SAIDA: Decision-making tool.
1024,new innovation predict farmer provide market information,New innovation to predict for farmers and provide market information.
1025,instead lot person session send text,"Instead of having lots of in-person sessions, they send texts."
1026,ndiaye horticulture region kaolack,"In Ndiaye the horticulture region, Kaolack, etc."
1027,asprodeb farmer organization try ngo,ASPRODEB: Farmer s organization but they try to be NGO.
1028,position farmer organization provide advice farmer,They position themselves as farmer s organization to provide advice to farmers (e.g.
1029,new crop technology preserve farmer interest price discussion subsidy,new crops and technologies) and to preserve farmers interests in price discussions and subsidies.
1030,lobbying training,They do both lobbying and training.
1031,work isra saed ancar organization work agriculture sector,"They work with ISRA, SAED, ANCAR and all organizations working in the agriculture sector."
1032,main focus develop farmer capacity build want involve new extension development program,"Their main focus is to develop farmer capacity building, so they want to be involved any new extension or development programs."
1033,make cooperative representative,They re made up of cooperative representatives?
1034, catch,(Didn t catch that).
1035,work everywhere senegal include srv,"They work everywhere in Senegal, including SRV."
1036,ongoing active,Ongoing and VERY active.
1037,apix government agency help foreign national investor get access value market information facilitate business agreement reduce taxis encourage investment private sector,"APIX: Government agency helping foreign and national investors to get access to value and market information, facilitating business agreements and reducing taxes to encourage investment in private sector."
1038,active,Very active.
1039,bnde banque agricole use cncas,BNDE: Banque Agricole (used to be CNCAS).
1040,big interaction farmer government private enterprise,"Biggest interaction is with farmers, government and private enterprise."
1041,objective finance agriculture sector,Objective is to finance the agriculture sector.
1042,set loan rate,"They set loan rates, etc."
1043,bos pse pse government orientation document strategy document vision document,"BOS-PSE: PSE is a government orientation document, strategy document, vision document."
1044,new president outline vision new pse,Each new president outlines his vision in a new PSE.
1045,bos bureau monitor activity government do fulfill pse,BOS: Bureau that monitors the activities of the government done to fulfill the PSE.
1046,bos advertise success current government achieve pse seem vaguely political propaganda election year,BOS advertises the successes of the current government in achieving the PSE (seems vaguely political  propaganda in election years).
1047,finance infrastructure project like road milling industry,"They finance infrastructure projects like roads, milling industries."
1048,brm subregional market stock exchange bourse,BRM: Subregional market stock exchange ( bourse ).
1049,probably related rice avc,Probably not very related to rice or the AVC.
1050,cd unknown,CDS: Unknown.
1051,ceraas branch isra work dryland crop work west african subregion millet sorghum cowpea,"CERAAS: Branch of ISRA, working on dryland crops and working in the West African subregion on millet, sorghum and cowpea."
1052,one center isra work large subregional institute icrisat cereal crop,"It s just one center of ISRA, working with the larger subregional institute and also with ICRISAT on cereal crops."
1053,relevant rice rice relate crop biotechnology,"Not relevant to rice, but rice-related crops and biotechnology."
1054,active,Very active.
1055,cger help farmer develop efficient management business plan financial document building capacity among farmer miller able file tax report financial training,"CGER: Helps farmers develop efficient management and business plans and financial documents, building capacity among farmers and millers to be able to file tax reports, financial training, etc."
1056,private sector farmer pay get advice enterprise,Private sector: Farmers pay to get advice on their enterprises.
1057,active,Active.
1058,ciriz inter profession organization,CIRIZ: Inter-profession organization.
1059,rice stockholder association,Rice stockholder association.
1060,method policy dialogue stakeholder rice value chain supervise government intervention rice supervise extension agency work rice decide price paddy year,"It s a method of having policy dialogues between stakeholders in the rice value chain, supervising government interventions in rice, supervising extension agencies working in rice, deciding the price of paddy each year."
1061,create srv extend association casamance include rice farmer casamance rainfed zone,"Created in the SRV, but they ve extended their association to Casamance to include rice farmers in Casamance and other rainfed zones."
1062,work government invite participate development rice program,Work with the government they re invited to participate in the development of any rice programs.
1063,involve service provide rice sector lobbying actor include isra,"Involved in any services provided to the rice sector as a lobbying actor, including ISRA."
1064,active,Very active.
1065,dr fall say something important towards end pm ancar saed handle personnel miss,"<< Dr Fall said something important towards the end (4:22 pm) about how ANCAR and SAED handle personnel, but I missed it!"
1066,,>>
1067,paul note question season already know crop appropriate rice appropriate horticulture,"Paul s notes Question 1: For the season we already know what crops are appropriate: Rice is appropriate or not, horticulture too."
1068,land lot salt choose rice,"Now the land: If you have a lot of salt, you have to choose rice."
1069,farmer know land characteristic,Any farmer knows his land characteristics.
1070,second step crop relevant market demand,Second step: Which crops are relevant for market demand.
1071,last season performance influence season choice,Last season s performance influences this season s choice.
1072,actually know market wil farmer rely last season performance,"Because we don t actually know what the market wil do, farmers rely on last season s performance."
1073,third availability seed horticulture tomatoe onion seed import,"Third: availability of seeds: For horticulture tomatoes, onions, seeds are imported."
1074,rice vegetable,Not for rice but for vegetables.
1075,seed price matter,Seed price matters.
1076,use cooperative control cooperative rule water regulation stay,There used to be more cooperative control: The cooperative rules of water regulation stay.
1077,mostly people try thing rice even variety,"Mostly people try to do the same thing for rice, even down to the variety."
1078,cooperative mainly rice,Cooperatives were mainly for rice.
1079,extend tomato,Now they extend to tomatoes.
1080,crop farmer decision,"But for other crops, it s the farmer s own decision."
1081,think vary season rice grow season work much uniformly season,I think this varies by season: In rice-growing season they work much more uniformly than in other seasons.
1082,farmer discuss grow collectively much credit need people opt discussion grow much need coop try get credit,"The farmers discuss what to grow collectively and how much credit they need; people can opt in or out, so there s a discussion of who will grow what and how much they need so that the coop can try to get credit."
1083,finally access industrial firm tomato rice thing contract farmer coop processor,"Finally, access to an industrial firm: Tomatoes and rice are the only things that have contracts between farmers and coops or processors."
1084,might guarantee firm processor,You might be guaranteed by the firm (processors?)
1085,rice peanut cotton tomatoe facilitate access credit mechanism clear firm facilitate," only rice, peanuts, cotton, tomatoes facilitate access to credit (the mechanism isn t clear but the firm facilitates)."
1086,saving might go contrarian plant onion plant everyone else plant need access credit tomatoe price low,"If you have savings, you might go contrarian and plant onions; if you are planting what everyone else plants because they need access to credit (e.g., tomatoes), your prices will be low."
1087,hot dry season majority rice might see peanut maybe potatoe srv koalack lake region,"Hot dry season: the majority will do rice but you might see peanuts, maybe potatoes, not in the SRV but in the Koalack lake region."
1088,hot dry march june july cold dry oct late february rainy season july aug sept,Hot dry: March - Junejuly Cold dry: Oct- late february Rainy season: July - Augsept.
1089,rice potato millet sorghum recession floodplain season land quality seed cost crop price influence international market hard predict,"(rice, potatoes, millet or sorghum in the recession floodplain) So: season, land quality, seed costs and crop prices (both of which are influenced by international markets) How hard to predict?"
1090,yes hard enough,"Yes, but not hard enough."
1091,know happen last season last year everyone plant onion price low probably change,"If you know what happened last season: If last year everyone planted onions but prices were low, then they ll probably change."
1092,farmer imitative go tomato perhaps someone else go onion,Farmers are imitative : If you go for tomatoes then perhaps someone else will go for onions.
1093,influence community leader yes influence leader big farmer driver always see successful one tend influence other,"Are they influenced by community leaders: Yes, they are influenced by leaders and by the big farmers or drivers you always can see the more successful ones and they tend to influence others."
1094,know group leader may help predict decision grow,If you know the group leaders that may help to predict the decisions about what to grow.
1095,question predict whether coop other get sufficient input time,Question 2: Can we predict whether a coop or others will get sufficient inputs in time .
1096,coop potential bottleneck value chain,Are coops a potential bottleneck in the value chain?
1097,coop important distribute credit input,The coop is very important in distributing credit and input.
1098,management cooperative favor farmer right thing pay back loan,"The management of the cooperatives will favor farmers who do all the right things (e.g., paying back loans)."
1099,coop powerful other,Some coops are more powerful than others.
1100,credit individual guarantee coop,Credit is to the individual but under the guarantee of the coop.
1101,bank depend financial market enough money satisfy demand,The bank itself depends on the financial market; it doesn t have enough money itself to satisfy demand.
1102,need raise fund financial market guarantee government,"It needs to raise funds from the financial market, guaranteed by the government."
1103,saed irrigation scheme infrastructure extension agent time intermediary coop bank,"SAED does irrigation scheme infrastructure, extension agents and at the same time is an intermediary between the coops and the banks."
1104,saed help coop organize decision even water distribution decision rebuild maintain hire contractor,"SAED also helps the coops organize their decisions, even the water distribution decisions and rebuilding  maintaining (by hiring contractors)."
1105,deputy director saed abdoulaye put we touch,Deputy director of SAED; Abdoulaye can put us in touch.
1106,question would plant relevant factor,"Question 3: When would they plant, which are the relevant factors."
1107,mos cropping season time make decision,2-3 mos before the cropping season is the time at which you d make a decision.
1108,access credit input,Access to credit and input.
1109,input trader sell seed,There are input traders who sell seed etc.
1110,people around may factor,Having these people around may be a factor.
1111,ross bethio near get input want,"If you are in Ross Bethio, or near, then you can get all the input you want."
1112,choice crop sorta depend seed available close town access,But the choice of which crop sorta depends on which seeds are available and those closer to towns have more access.
1113,seed operator tomato onion b c seed import seed potato see local industry cultural practice allow season cropping cultural practice differ zone,"We don t have seed operators for tomatoes, onions, etc bc these seeds are imported; seed potatoes are seeing a local industry The cultural practices don t allow 3 season cropping: What are these cultural practices and do they differ by zones?"
1114,depend crop require different practice,"It depends on the crop, each requires different practices."
1115,delta zone much support say ngo service openness less open govern tradition area access irrigate,"In the delta zone where there s much more support from, say, NGOs and other services, there s an openness; then there are those who are less open because they are more governed by tradition, but these are in areas where access to (irrigated?)"
1116,land good,land isn t so good.
1117,might use old seed rather improve seed interval flooding seeding vary locally may less govern tradition education matter lot,"They might use old seed rather than improved seed, the interval between flooding and seeding etc vary locally and may be more or less governed by tradition Education matters a lot."
1118,srv educate farmer compare senegal overall,SRV has the most educated farmers compared with Senegal overall.
1119,majority farmer illiterate srv organization lead people bs ms degree,The majority of farmers are illiterate but in the SRV the organizations are led by people with BS and MS degrees.
1120,big difference yield adoption technology,"Big difference in yield, adoption of technology,."
1121,leader set task force big influence policy subsidy program even price rice influence group,These leaders set up their own task force and have big influence in policy and subsidy programs; even the price of rice is influenced by this group.
1122,upper delta woman get access land less delta inheritance land patrilineal,"In the upper delta, women get access to land but less than in the delta because the inheritance of land is patrilineal."
1123,availability equipment land prep another factor,The availability of equipment for land prep is another factor.
1124,access might switch different crop,If you don t have access you might switch to a different crop.
1125,lot choice plant though depend season,"There is a lot of choice about what to plant, though it depends on the season."
1126,rainy season rice maize peanut cold dry season vegetable,"In rainy season it s rice, maize, peanut; in cold dry season it s vegetables."
1127,ready access pesticide farmer well inform pest dynamic yes many product use depend crop p weed,Is there ready access to pesticides and are farmers well informed about pest dynamics: Yes: you have many products; which you use depends on the crop and the pestweeds etc.
1128,cost pesticide include package input credit organize coop,The cost of pesticides are included in the package of input credit organized by the coops.
1129,try predict pest infestation yes one main constraint srv,"Should we try to predict pest infestations: Yes, it s one of the main constraints in SRV."
1130,colleague monitor weed problem disease,A colleague monitors 100 weed problems and diseases.
1131,farmer know difference probably use right product,Farmers don t know the differences and probably don t use the right products.
1132,anacim work primarily early warning system flooding show dr fall flooding date plot map,ANACIM is working primarily on the early warning system Flooding Show Dr. Fall the flooding dates plots and the map.
1133,manobi datum upper delta region,These are for Manobi data in the Upper Delta region.
1134,flood date gather remote sensing,Flood dates gathered from remote sensing.
1135,ask,Ask: 1.
1136,time make sense,Do these times make sense?
1137,look right,Do they look right?
1138,,2.
1139,different,Why are 2020 and 2021 so different?
1140,,2.
1141,reasonable large portion farm would flood day,Is it reasonable that a large portion of farms would flood all on the same day?
1142,related coop,(Is it related to coops?)
1143,,3.
1144,farm flood later,Why are some other farms flooding later?
1145,relate credit arrival,(Is it related to credit arrival?)
1146,,4.
1147,know lot farm flood day could safely assume belong organization,"If we know that a lot of farms flooded on the same day, could we safely assume that they all belong to the same organization?"
1148,,5.
1149,know multiple farm belong organization could predict well farm would season,"If you know that multiple farms belong to the same organization, could you predict how well all the farms would do in the season?"
1150,example know farm belong organization farm b could collect say credit information farm extrapolate farm b ,"For example, if you knew that Farm A belonged to the same organization as Farms B - G, could you collect, say, credit information from just Farm A and extrapolate to Farms B - G?"
1151,still pay use water choose grow rice,Do you still pay if you don t use the water  choose not to grow rice?
1152,plant farm flood certain plant able get glorie work,"Planting If a farm floods, can we be certain that they will plant, too (should be able to get this from Glorie s work!)?"
1153,long farmer wait flood plant,How long do farmers wait after flooding to plant?
1154,might delay plant farmer flood time,What might delay planting if a farmer floods on time?
1155,might make decide plant,What might make them decide not to plant at all?
1156,market hear lot international market price import,Markets We ve heard a lot about international market prices and imports.
1157,want know local national market,Also want to know about local  national markets: 1.
1158,role physical market location farmer decision make planting harvesting,What are the roles of physical market locations in farmer decision-making for planting and harvesting?
1159,,2.
1160,number important market aware,Are there a number of important markets that we should be aware of?
1161,,Where are they?
1162,specialize particular crop,Do they specialize in any particular crop(s)?
1163,,3.
1164,need know run market,Do we need to know who runs the markets?
1165,make decision change farmer,Do they make decisions that change what farmers do?
1166,,4.
1167,product actually move miller coop local market,How does product actually move from the millers andor coops to the local markets?
1168,extension talk together different way farmer get information mostly talk saed,"Extension We ve talked together about different ways that farmers get information, mostly talking about SAED."
1169,like know information system first want make sure use terminology,I d like to know more about the information system but first I want to make sure we re using the same terminology.
1170,u robust extension service come university government public official run private company,"In the U.S., we have a robust extension service that comes out of universities and the government it s public and official, not run by private companies."
1171,hear people srv help farmer sae,But we ve heard that there are other people in the SRV who help farmers who aren t SAED.
1172,let define extension service together,"Let's define ""extension service"" together."
1173,central extension service,Is there a central extension service?
1174,many extension service,Are there many extension services?
1175,miller organization field agent,Do millers' organizations have field agents?
1176,coop field agent,Do coops have field agents?
1177,farmer try contact management,"If you're a farmer, who's trying to contact you about management?"
1178,give information,Who gives you information?
1179,insurance,Insurance ?
1180,,?
1181,insurance,insurance !
1182,,?
1183,network person,Networks (in person?!?!?!)
1184,show diagram network,Show a diagram of networks.
1185,right,Is this right?
1186,miss,Who s missing?
1187,think organize workshop build map actor srv,We re thinking about organizing a workshop to build a map of the actors in the SRV.
1188,,Who should be there?
1189,note start want provide service would talk,"NOTES STARTING HERE If we wanted to provide services, who would we talk to?"
1190,easy go extension agency easy door get,"Easier to go through extension agencies, easier door to get in through."
1191,program need collaborate people farmer know,"You can have your own program, but you need to collaborate with people who farmers know."
1192,need introduction,You need introductions!
1193,srv elaborate network people know,SRV is an elaborate network of people who know each other.
1194,get together discussion talk rice,You have to get together to have discussions and talk about rice.
1195,rice administrative crop everyone want come work go partner everyone know everyone know program go,"Rice is the most administrative crop everyone wants to come to work on it, you go through the same partners, so everyone knows each other and everyone knows about the programs that are going on."
1196,dr fall say hundred people involve definitely many,"Dr. Fall wouldn t say it s hundreds of people involved, but definitely many."
1197,research training extension financial organization coop statistics department ngo program djika program usaid program naatal mbay program soil improvement miss french name program manage ifdc fertilizer program,"There s research, training, extension, financial organizations, coops, statistics department, NGO programs, DJIKA programs, USAID programs Naatal Mbay is over but they have a program on soil improvement (>>missed the French name<<), a program managed by IFDC (fertilizer program?)."
1198,network much strong delta area,The networks are much stronger in the Delta area.
1199,go podor little far away people come dakar want go,"When you go above Podor, it s a little far away people coming from Dakar just don t want to go there!"
1200,farmer podor matam,What about the farmers in PodorMatam?
1201,ready benefit,Are they ready to benefit?
1202,reality benefit service delta,"In reality, they re not benefitting from the same services as in the Delta."
1203,give opportunity,They re not given the same opportunities.
1204,use get use time talk people,"They re also not used to it, because you have to get used to it to have the time to talk to people, etc."
1205,try delta zone,They are trying but it s not the same as in the Delta zone.
1206,government view delta divide,What s the government s view of the Delta divide?
1207,government think constantly,Government is thinking about it constantly.
1208,want provide irrigation system podor matam zone,They want to provide more irrigation systems to the PodorMatam zones.
1209,try subsidize matam delta,They re trying to subsidize Matam more than Delta.
1210,powerful educate farmer organization base delta way keep resource delta,"But the powerful, educated farmer organizations are based in Delta, so they have ways of keeping resources in the Delta!"
1211,government know try solve continuously face lobby delta,"The government knows this and is trying to solve it, but continuously facing lobbying from Delta."
1212,farmer matam bakel fight get attention new program lead new organization,Farmers in Matam and Bakel are fighting to get the attention of new programs and to lead new organizations.
1213,delta farmer say leader srv reality leader delta zone,"Delta farmers say they re leaders of the SRV but in reality, they re leaders of the Delta zone."
1214,matam bakel farmer try head new program less represent otherwise,Matam and Bakel farmers try to head new programs because they re less represented otherwise.
1215,delta farmer head start term experience irrigation scheme start,Delta farmers just had a head start in terms of experience because that s where the irrigation schemes started.
1216,people start use crop model remote sensing,Have people started using crop models and remote sensing?
1217,yet,Not yet.
1218,africarice rice advise program,AfricaRice has Rice Advise (a program?)
1219,provide advice base calendar timing mean,"that provides advice based on your calendar, your timing, your means, etc."
1220,start two three year ago,Only started two or three years ago.
1221,need phone use establish yet,"Need to have a phone to use, hasn t been established yet."
1222,use extension agent saed one else,Being used by extension agents from SAED but no one else.
1223,manobi provide market information sms text,"There s also Manobi which provides market information through SMS text, e.g."
1224,price dakar,what s the price in Dakar?
1225,institute around,That was instituted around 1998.
