,Unnamed: 0,readable,uganda-Kampala,uganda-Karamoja,uganda-Kenya,uganda-Rwanda,uganda-Uganda,all,stripped
390,390,"Rwanda’s Paul Kagame, 64 this year, was 43 when he mounted the saddle in 2000.
",0,0,0,1,0,1,rwanda paul kagame year mount saddle
391,391,"It was set for November 18, again moved from November 13 as the Angola Foreign Affairs Minister was said to be committed, then eventually called off by Rwanda.
",0,0,0,1,0,1,set november move november angola foreign affair minister say commit eventually call rwanda
392,392,"The Seminar that has brought Speakers from South Sudan, Tanzania, Ghana and Rwanda will close on the 07th December 2017.
",0,0,0,1,0,1,seminar bring speaker south sudan tanzania ghana rwanda close th december
393,393,"There are political restrictions in Rwanda that may seem authoritarian to a foreign visitor armed with an abstract notion of freedom but which its people, knowing all too well their own circumstances, see and accept as absolutely necessary for their stability and cohesion.
",0,0,0,1,0,1,political restriction rwanda may seem authoritarian foreign visitor arm abstract notion freedom people know well circumstance see accept absolutely necessary stability cohesion
394,394,"His project was driven by seeing how Rwanda’s economy is based on agriculture and livestock, and yet most of the produce goes to waste because of lack of processing avenues.
",0,0,0,1,0,1,project drive see rwanda economy base agriculture livestock yet produce go waste lack processing avenue
395,395,"Scores of other police officers, who had occupied top jobs under him are also in custody, as a wide ranging military intelligence investigation into suspected treason, multiple murders/assassinations, kidnap and forced repatriation of political asylum seekers and refugees from Rwanda and South Sudan, proceeds.
",0,0,0,1,0,1,score police officer occupy top job custody wide range military intelligence investigation suspect treason multiple murder assassination kidnap force repatriation political asylum seeker refugee rwanda south sudan proceed
396,396,"Initial reports said the attackers retreated in Rwanda and that their level of sophisticated equipment went beyond that of a rebel outfit.
",0,0,0,1,0,1,initial report say attacker retreat rwanda level sophisticated equipment go beyond rebel outfit
397,397,"Last year Rwanda witnessed an increase in prices of agro products due to drought in some parts of the country.
",0,0,0,1,0,1,last year rwanda witness increase price agro product due drought part country
398,398,"In 2014, an oil survey exercise in Rwanda discovered that the Lake Kivu basin was favorable for oil and gas exploration.
",0,0,0,1,0,1, oil survey exercise rwanda discover lake kivu basin favorable oil gas exploration
399,399,"Yet they should have learnt in Rwanda that those registers are permanently available for anybodyâ€™s reflection at any one time.
",0,0,0,1,0,1,yet learn rwanda register permanently available anybody reflection one time
400,400,"Therefore, without oil exporters distorting the sample, Rwanda has been the 8th fastest growing economy in the world since Kagame assumed office in 2000.
",0,0,0,1,0,1,therefore without oil exporter distort sample rwanda th fast grow economy world since kagame assume office
401,401,"For the last 13 years, Rwanda has been the sixth fastest growing economy on the continent.
",0,0,0,1,0,1,last year rwanda sixth fast grow economy continent
402,402,"Since the current crisis in the Democratic Republic of Congo flared up, most international media coverage has focused on Rwanda’s alleged support for M23, one of over 40 rebel groups fighting Kinshasa.
",0,0,0,1,0,1,since current crisis democratic republic congo flare international medium coverage focus rwanda allege support one rebel group fight kinshasa
403,403,"Currently, in Uganda, an investor in the mining sector has to pay Shs100, 000 for a mining lease per hectare or part of a hectare as mineral rent annually, fees for a retention license amounting to Shs100,000 per km2 or part of a square KM as mineral rent annually, fees for an exploration license of Shs50,000 per km2 or part of a square KM as mineral rent annually.
",0,0,0,0,1,1,currently uganda investor mining sector pay shs mining lease per hectare part hectare mineral rent annually fee retention license amount shs per km part square km mineral rent annually fee exploration license shs per km part square km mineral rent annually
404,404,"He observed that going by the strain caused by servicing the debt, some international financiers are not at ease investing in Uganda.
",0,0,0,0,1,1,observe go strain cause service debt international financier ease invest uganda
405,405,"For instance, Uganda’s exports to the United Arab Emirates grew from $300 million US Dollars, about Shs 1.1 Trillion, since diplomatic relations were established in 2009 to $1.85 billion, about Shs 7 Trillion in 2020.
",0,0,0,0,1,1,instance uganda export united arab emirate grow million us dollar shs trillion since diplomatic relation establish billion shs trillion
406,406,"Ambassador Ayebare also expressed optimism that the committee had executed its mandate in Uganda and a mid-term report is expected to be published as a document of the security council by 30th December 2022.
",0,0,0,0,1,1,ambassador ayebare express optimism committee execute mandate uganda mid term report expect publish document security council th december
407,407,"The most common types of ticks in Uganda are Ixodidae (hard-bodied ticks) and Argasidae (soft-bodied ticks).
",0,0,0,0,1,1,common type tick uganda ixodidae hard bodied tick argasidae soft bodied tick
408,408,"In a statement released on Wednesday, Uganda’s Ministry of Foreign Affairs said that all interactions and engagement minister Kutesa had with CEFC and its representative Patrick Ho were in fulfillment of his official functions as President of the UN General Assembly (PGA) in 2014-15.
",0,0,0,0,1,1,statement release wednesday uganda ministry foreign affair say interaction engagement minister kutesa cefc representative patrick ho fulfillment official function president un general assembly pga
409,409,"The loss of public property has never been a serious offense in the Uganda that I know.
",0,0,0,0,1,1,loss public property never serious offense uganda know
410,410,"An MP in Uganda takes Shs14.5 in salary and allowances every month while their Kenyan counterparts take Shs16.5 million.
",0,0,0,0,1,1,mp uganda take shs salary allowance every month kenyan counterpart take shs million
411,411,"Kariuki presented to the media the “Uganda Economic Update 19th Edition” which reported that, according to the World Bank, the Uganda economy has been growing too slowly while its population was growing too fast, leaving the country unable to attain Middle Income Status.
",0,0,0,0,1,1,kariuki present medium uganda economic update th edition report accord world bank uganda economy grow slowly population grow fast leave country unable attain middle income status
412,412,"“The finest cotton in the world is produced here in Uganda and we shall support a mechanism for Uganda to produce, process and market her cotton globally,” he said.
",0,0,0,0,1,1,fine cotton world produce uganda shall support mechanism uganda produce process market cotton globally say
413,413,"It presents a good opportunity for Uganda to share the current developments in the oil and gas sector together with the energy and mineral sectors including available investment opportunities,” Minister Nankabirwa said.
",0,0,0,0,1,1,present good opportunity uganda share current development oil gas sector together energy mineral sector include available investment opportunity minister nankabirwa say
414,414,"Museveni’s determination to secure Uganda’s oil has, however, led to shrouding the sector in secrecy.
",0,0,0,0,1,1,museveni determination secure uganda oil however lead shroud sector secrecy
415,415,"What is also interesting is that at the heart of the political vision in Uganda is that it cannot succeed without the development of the regional environment.
",0,0,0,0,1,1,interesting heart political vision uganda succeed without development regional environment
416,416,"The UK is hosting summits on both of these areas this year and I’m delighted that Uganda is closely engaged on both.
",0,0,0,0,1,1,uk host summit area year delighted uganda closely engage
417,417,"Tullow Uganda appealed the decision of the tribunal to the Commercial court, which resulted into an out-of-court settlement, which is now being contested.
",0,0,0,0,1,1,tullow uganda appeal decision tribunal commercial court result court settlement contest
418,418,"The logistics industry, and especially the Uganda Freight Forwarders Association (UFFA), is passionate about turning Uganda into the main logistics hub for the region.
",0,0,0,0,1,1,logistic industry especially uganda freight forwarder association uffa passionate turn uganda main logistic hub region
419,419,"However, using countries like Algeria, Israel and Pakistan which charge windfall tax on oil prices reaching between US$ 30 and US$60, CSBAG thinks that the US$75 minimum threshold for Uganda is high.
",0,0,0,0,1,1,however use country like algeria israel pakistan charge windfall tax oil price reach we we csbag think us minimum threshold uganda high
420,420,"The sector employs about 66 per cent of Uganda’s total labour force, and the vast majority of our population and directly and indirectly depend on it.
",0,0,0,0,1,1,sector employ per cent uganda total labour force vast majority population directly indirectly depend
421,421,"Unlike Uganda where most transactions are with hard cash, in Somalia, it is easier to pay for anything using a mobile money-like service.
",0,0,0,0,1,1,unlike uganda transaction hard cash somalia easy pay anything use mobile money like service
422,422,"Consequently, there is no direct monetary gain from authorship, partly because of a poor reading culture in Uganda and, therefore, limited size of the book market.
",0,0,0,0,1,1,consequently direct monetary gain authorship partly poor reading culture uganda therefore limited size book market
423,423,"Below are the interview excerpts with questions ranging from the recent loan, Uganda's growth, and accountability.
",0,0,0,0,1,1,interview excerpt question range recent loan uganda growth accountability
424,424,"For example Conservationists working with government of Uganda signed a much sought-after biodiversity conservation commitments.
",0,0,0,0,1,1,example conservationist work government uganda sign much seek biodiversity conservation commitment
425,425,"The population of Uganda was 14 million in 1986.
",0,0,0,0,1,1,population uganda million
426,426,"President Museveni remains committed and set on seeing Uganda’s oil exploration project and development plan concluded as stipulated; including advancing with the mega oil pipeline project across Lake Albert.
",0,0,0,0,1,1,president museveni remain committed set see uganda oil exploration project development plan conclude stipulate include advance mega oil pipeline project across lake albert
427,427,"History shows that two politicians, Obote and Museveni, who successfully launched their eventually successful bids to rule Uganda from Tanzania, destroyed this landmark.
",0,0,0,0,1,1,history show two politician obote museveni successfully launch eventually successful bid rule uganda tanzania destroy landmark
428,428,"A 2009-2010 report by FIAN, Food First Information and Action Network, an international organization, found that the government has reportedly leased 2m feddans of land (840,127 ha) – a staggering 2.2% of Uganda’s total area – in various parts of the country to Egypt, so that Egypt’s private sector may come in and produce wheat and maize for export to Cairo.
",0,0,0,0,1,1, report fian food first information action network international organization find government reportedly lease feddan land ha staggering uganda total area various part country egypt egypt private sector may come produce wheat maize export cairo
429,429,"Uganda receives about 1.8 million visitors annually, including nationals and residents returning.
",0,0,0,0,1,1,uganda receive million visitor annually include national resident return
430,430,"According to BOU, the closest Uganda’s inflation touched the current level was in August 2012.
",0,0,0,0,1,1,accord bou close uganda inflation touch current level august
431,431,"Rudi Veestraeten said Uganda is on the truck in its approach to empowering the youth to become self-reliant.
",0,0,0,0,1,1,rudi veestraeten say uganda truck approach empower youth become self reliant
432,432,"When the analysis was done; three emerged as particularly influential, among them Janet Museveni, wife of Uganda’s Yoweri Museveni.
",0,0,0,0,1,1,analysis do three emerge particularly influential among janet museveni wife uganda yoweri museveni
433,433,"Also, gold export figures directly affect the GDP values of Uganda, inflating them, thereby painting a bogus image of the actual state of the economy.
",0,0,0,0,1,1,gold export figure directly affect gdp value uganda inflate thereby paint bogus image actual state economy
434,434,"Museveni always says that in 1986, Uganda collected Shs5 billion in revenues.
",0,0,0,0,1,1,museveni always say uganda collect shs billion revenue
435,435,"Uganda and Tanzania say it stifles production and trade in locally grown rice and some rice imports in the region are illegally re-exported.
",0,0,0,0,1,1,uganda tanzania say stifle production trade locally grow rice rice import region illegally export
436,436,"In related developments, on Thursday, His Eminence Sheikh Shaban Ramadan Mubaje, the Mufti of Uganda, along with a delegation from the Interreligious Council of Uganda, conducted a tour of various oil projects.
",0,0,0,0,1,1,relate development thursday eminence sheikh shaban ramadan mubaje mufti uganda along delegation interreligious council uganda conduct tour various oil project
437,437,"Laura says IJM could move to northern Uganda if funds become available.
",0,0,0,0,1,1,laura say ijm could move northern uganda fund become available
438,438,"Earlier this year, in June, I was privileged to get audience with H.E the president of Uganda.
",0,0,0,0,1,1,early year june privileged get audience h president uganda
439,439,"When it broke out in Uganda last year, other countries like China were battling a tougher strain H7N9.
",0,0,0,0,1,1,break uganda last year country like china battle tough strain hn
440,440,"“Elections in Uganda have become procedural rituals, not opportunities for establishing government by consent, thanks to the obscenely high financialisation of the elections,” he writes.
",0,0,0,0,1,1,election uganda become procedural ritual opportunity establish government consent thank obscenely high financialisation election write
441,441,"Uganda has to take cue from other countries.
",0,0,0,0,1,1,uganda take cue country
442,442,"Regionally Uganda’s imports from the African continent (based on 2020 data) is $2.8-billion, representing 34% of its total imports.
",0,0,0,0,1,1,regionally uganda import african continent base datum billion represent total import
443,443,"But what we need to have is a process of being able to talk about what happened; a process of reconciliation and a process of justice so that we are able to ensure that northern Uganda and the country in general is able to move on.
",0,0,0,0,1,1,need process able talk happen process reconciliation process justice able ensure northern uganda country general able move
444,444,"So I still believe Uganda is central geographically but also in terms of conflict resolution and building the East African Community.
",0,0,0,0,1,1,still believe uganda central geographically term conflict resolution build east african community
445,445,"Many people are concerned about the failing impact on Uganda oil prices but the explanation is simple.
",0,0,0,0,1,1,many people concern fail impact uganda oil price explanation simple
446,446,"Highly placed sources in the Uganda government, speaking on condition of anonymity, have told TheIndependent that there had been discussions between the Ugandan government and the diplomatic community on how the issue of Bashir’s presence would be handled.
",0,0,0,0,1,1,highly place source uganda government speak condition anonymity tell theindependent discussion ugandan government diplomatic community issue bashir presence would handle
447,447,"By 1986, when the NRM took power after an armed conflict of 20years (1966-1986),the economy of Uganda had collapsed and had been totally informalized.
",0,0,0,0,1,1, nrm take power armed conflict year economy uganda collapse totally informalize
448,448,"A lot of attention has to be put into getting the discovery process in motion; there is no substitute to significant public investment in geological information.Tullow has sunk 27 wells in Uganda, 26 of them have struck oil.
",0,0,0,0,1,1,lot attention put get discovery process motion substitute significant public investment geological information tullow sink well uganda strike oil
449,449,"As press reports note, there have been concerns in the Ministry of Foreign Affairs that these statements “could be misconstrued as the official position of the state of Uganda”.
",0,0,0,0,1,1,press report note concern ministry foreign affair statement could misconstrue official position state uganda
450,450,"Pius Wakabi Kasajja, the Permanent Secretary in the Ministry of Agriculture, Animal Industry and Fisheries (MAAIF) says that although people underestimated the locusts because of the invisible damage in Uganda, many farmers would have lost out, if the migratory hoppers had not been managed.
",0,0,0,0,1,1,pius wakabi kasajja permanent secretary ministry agriculture animal industry fishery maaif say although people underestimate locust invisible damage uganda many farmer would lose migratory hopper manage
451,451,"“The United States values its relationship with Uganda,” Wharton stated and the interpretation of any looking at the walk-out as an indication of sharp exchanges ahead quickly subsided.
",0,0,0,0,1,1,united states value relationship uganda wharton state interpretation looking walk indication sharp exchange ahead quickly subside
452,452,"COVER STORY | IAN KATUSIIME | First, place a joint force of the Uganda army and forces of the DR Congo government in rebel infested but mineral rich North Kivu region of that vast country.
",0,0,0,0,1,1,cover story ian katusiime first place joint force uganda army force dr congo government rebel infest mineral rich north kivu region vast country
453,453,"Uganda needs up to 28.1 billion dollars to finance climate mitigation measures according to its Nationally Determined Contribution, a commitment it made in line with the 2015 Paris Agreement, for the period 2020-2030.
",0,0,0,0,1,1,uganda need billion dollar finance climate mitigation measure accord nationally determine contribution commitment make line paris agreement period
454,454,"Meanwhile, International Finance Corporation (IFC), the World Bank Group’s private-sector lending arm, plans to increase spending on sub-Saharan Africa’s oil and gas industry and sees ‘significant’ opportunities in Ghana, Uganda, and Tanzania.
",0,0,0,0,1,1,meanwhile international finance corporation ifc world bank group private sector lending arm plan increase spending sub saharan africa oil gas industry see significant opportunity ghana uganda tanzania
455,455,"Immediately following the Energy minister’s announcement, Heavey flew to Uganda to meet with President Museveni, presumably to try and avert a decision in favour of Heritage and ENI.
",0,0,0,0,1,1,immediately follow energy minister announcement heavey fly uganda meet president museveni presumably try avert decision favour heritage eni
456,456,"I want to reiterate the respect Somalia has for Uganda for championing peace in Somalia and our bilateral cooperation,” the Somali leader said.
",0,0,0,0,1,1,want reiterate respect somalia uganda champion peace somalia bilateral cooperation somali leader say
457,457,"“Uganda is rich is very rich in cultural.
",0,0,0,0,1,1,uganda rich rich cultural
458,458,"In Uganda, visual evidence and interview showed that standard safety boxes are used, and the sharps containers are PQS approved or comply with national policy at about 60%.
",0,0,0,0,1,1,uganda visual evidence interview show standard safety box use sharp container pqs approve comply national policy
459,459,"Different government of Uganda officials – from the president to low rank staff within the ministry of Energy and Mineral Development - have pushed back, some of whom claim that the European Parliament’s resolution is laced with colonialist undertones and brings back memories of historical injustices meted out by Europeans on Africans.
",0,0,0,0,1,1,different government uganda official president low rank staff within ministry energy mineral development push back claim european parliament resolution lace colonialist undertone bring back memory historical injustice mete european african
460,460,"‘LR8001’ is a deluxe land rig customized for the KingFisher project in Uganda.
",0,0,0,0,1,1,lr deluxe land rig customize kingfisher project uganda
461,461,"Traders say they were later told Uganda is an open market and everyone is allowed to trade.
",0,0,0,0,1,1,trader say later tell uganda open market everyone allow trade
462,462,"TotalEnergies being the captain of Uganda’s oil industries favoured European companies.
",0,0,0,0,1,1,totalenergie captain uganda oil industry favour european company
463,463,"President Yoweri Museveni has finally been sucked into the firefighting now underway to save Uganda’s biggest electricity project from shoddy construction, incompetent contractors and supervisors, and jostling for control of the $2 billion budget.
",0,0,0,0,1,1,president yoweri museveni finally suck firefighting underway save uganda big electricity project shoddy construction incompetent contractor supervisor jostle control billion budget
464,464,"The Fanaka report notes that ‘Uganda’s long history of political upheaval, beginning from the time of colonisation, has often revolved around ethnicity.
",0,0,0,0,1,1,fanaka report note uganda long history political upheaval begin time colonisation often revolve around ethnicity
465,465,"The other costs come about because, for instance, Uganda is landlocked and its oil is said to be waxy; needing pipelines to be heated if it is to be transported to the refining facility or exporting.
",0,0,0,0,1,1,cost come instance uganda landlocke oil say waxy need pipeline heat transport refining facility export
466,466,"Gideon Badagawa, executive director at the Private Sector Foundation Uganda told The Independent in an interview that they are pleased with the passing the Local Content Bill, 2019, in parliament.
",0,0,0,0,1,1,gideon badagawa executive director private sector foundation uganda tell independent interview pleased pass local content bill parliament
467,467,"Our field research in Uganda consisted of interviews with a range of actors working on Batwa issues at the national, district and community levels.
",0,0,0,0,1,1,field research uganda consist interview range actor work batwa issue national district community level
468,468,"Irene Muloni, the minister of Energy, said the summit would allow Uganda to highlight the opportunities around the 2nd round of licensing that the country announced in May.
",0,0,0,0,1,1,irene muloni minister energy say summit would allow uganda highlight opportunity around nd round license country announce may
469,469,"She had traveled to Uganda for a religious fellowship together with her daughter.
",0,0,0,0,1,1,travel uganda religious fellowship together daughter
470,470,"Reporters Without Borders (RWB), the publishers of the survey said in a statement about Uganda “Acts of intimidation and violence against journalists are an almost daily occurrence in Uganda.
",0,0,0,0,1,1,reporter without border rwb publisher survey say statement uganda act intimidation violence journalist almost daily occurrence uganda
471,471,"The government of Uganda has been so helpful to the people with disabilities in that several plans and rules have been put in place to cater for such people in all societies, especially at all public places, offices and other facilities.
",0,0,0,0,1,1,government uganda helpful people disability several plan rule put place cater people society especially public place office facility
472,472,"It was also grown on farms in western and eastern Uganda.
",0,0,0,0,1,1,grow farm western eastern uganda
473,473,"There are a whole range of other sound legal and constitutional reasons why Uganda should adopt a no-fault divorce regime – many of which are covered a bit more extensively in the journal article referenced above.
",0,0,0,0,1,1,whole range sound legal constitutional reason uganda adopt fault divorce regime many cover bit extensively journal article reference
474,474,"The president who will put his campaign trail on hold to welcome the Pope says this is a great blessing to Uganda.
",0,0,0,0,1,1,president put campaign trail hold welcome pope say great blessing uganda
475,475,"In fact, most of the violations arise because people do not abide by their responsibilities and duties as citizens of Uganda,” Wangadya said.
",0,0,0,0,1,1,fact violation arise people abide responsibility duty citizen uganda wangadya say
476,476,"Uganda farmers need a movement towards agro-ecological farming systems.
",0,0,0,0,1,1,uganda farmer need movement towards agro ecological farming system
477,477,"Here is the outline of the story Kalinaki tells us largely relying on Besigye’s (and his wife Winnie Byanyima’s) lenses into the politics of Uganda where President Yoweri Museveni is the central antagonist.
",0,0,0,0,1,1,outline story kalinaki tell we largely rely besigye wife winnie byanyima lense politic uganda president yoweri museveni central antagonist
478,478,"The guiding principle in Uganda’s import substitution and export promotion strategy, is creating production efficiency using locally available resources (including human resources), minimizing costs and maximizing profitability while increasing production and productivity of enterprises.
",0,0,0,0,1,1,guide principle uganda import substitution export promotion strategy create production efficiency use locally available resource include human resource minimize cost maximize profitability increase production productivity enterprise
479,479,"From a realistic standpoint, the state of Uganda’s physical planning, this is impractical and would mean closing at least 80 per cent of the existing bars in Uganda.
",0,0,0,0,1,1,realistic standpoint state uganda physical planning impractical would mean close least per cent exist bar uganda
480,480,"Bwanika promises better pay for teachers as Bidandi launches manifesto last saying Ugandans should vote for him as he will rule Uganda for only five years and leave.
",0,0,0,0,1,1,bwanika promise well pay teacher bidandi launch manifesto last say ugandans vote rule uganda five year leave
481,481,"Now that government has already taken this strategic decision, I want to focus on what this decision taken by MoFPED means for traders along the value chain of production in Uganda’s Agriculture, Industry and service sectors.
",0,0,0,0,1,1,government already take strategic decision want focus decision take mofpe mean trader along value chain production uganda agriculture industry service sector
482,482,"In Uganda, by 1986 the population of elephants dwindled to 2000 from 30,000.
",0,0,0,0,1,1,uganda population elephant dwindle
483,483,"As part of the African Union allocation, Uganda will get 4 million doses of the Johnson and Johnson vaccine, 3.3 million doses of the AstraZeneca vaccine and 1.6 doses of the Pfizer vaccine.
",0,0,0,0,1,1,part african union allocation uganda get million dose johnson johnson vaccine million dose astrazeneca vaccine dose pfizer vaccine
484,484,"Agriculture employs over 70% of Uganda’s population and contributes about 25% to its GDP.
",0,0,0,0,1,1,agriculture employ uganda population contribute gdp
485,485,"According to Sharon Muhwezi, OAF’s head, government relations and policy analyst in Uganda, OAF does not link farmers to the market but prepares them to store their produce to avoid selling at “dumping pieces”.
",0,0,0,0,1,1,accord sharon muhwezi oaf head government relation policy analyst uganda oaf link farmer market prepare store produce avoid sell dump piece
486,486,"“It is absurd that we have a law in Uganda that intends to take away the rights of farmers in future.
",0,0,0,0,1,1,absurd law uganda intend take away right farmer future
487,487,"The team will therefore mainly rely on the very elaborately written-out British Order in Council of 1926 that established the current Uganda-Kenya boundary complete with coordinates, pillars and natural features.
",0,0,0,0,1,1,team therefore mainly rely elaborately write british order council establish current uganda kenya boundary complete coordinate pillar natural feature
488,488,"The directive also affected the tourism industry, which contributes 10% of Uganda’s Gross Domestic Product- GDP.
",0,0,0,0,1,1,directive affect tourism industry contribute uganda gross domestic product gdp
489,489,"When we touched down at Beijing Capital airport, cabin crew announced that a passenger from Uganda (me) would be the first to disembark.
",0,0,0,0,1,1,touch beijing capital airport cabin crew announce passenger uganda would first disembark
490,490,"He said the biodiversity around Total’s Uganda project is unique.
",0,0,0,0,1,1,say biodiversity around total uganda project unique
491,491,"His struggle and sacrifice for freedom and democracy in Uganda is undoubtedly one of the most inspiring acts of leadership.
",0,0,0,0,1,1,struggle sacrifice freedom democracy uganda undoubtedly one inspiring act leadership
492,492,"I believe the NRM government is actually burying all opportunities to save Uganda from future chaos by using its long-range politics.
",0,0,0,0,1,1,believe nrm government actually bury opportunity save uganda future chaos use long range politic
493,493,"Therefore, if there was a magic wand that would address Uganda’s healthcare system issues, it would be sufficient and sustainable funding.
",0,0,0,0,1,1,therefore magic wand would address uganda healthcare system issue would sufficient sustainable funding
494,494,"It ranks Uganda at position 112 on T&T competiveness out of 140 countries surveyed.
",0,0,0,0,1,1,rank uganda position competiveness country survey
495,495,"They insist that contrary to the CRSA, the six directors have been indirectly facilitating the establishment of Bugiri Sugar Works Limited by investing in large sums of money and acquiring interest therein for purposes of dealing in the business of manufacturing and selling sugar products in Uganda.
",0,0,0,0,1,1,insist contrary crsa six director indirectly facilitate establishment bugiri sugar work limit invest large sum money acquire interest therein purpose deal business manufacturing sell sugar product uganda
496,496,"He assured the President of their full support as the Muslim fraternity and other religious denominations under the Interreligious Council of Uganda to conserve the values of Uganda and Africa by condemning Homosexuality.
",0,0,0,0,1,1,assure president full support muslim fraternity religious denomination interreligious council uganda conserve value uganda africa condemn homosexuality
497,497,"Natuhwera said there is a pending criminal trial and therefore justice must be served to the government of Uganda and the people of Uganda who want the trial to go on.
",0,0,0,0,1,1,natuhwera say pende criminal trial therefore justice must serve government uganda people uganda want trial go
498,498,"As thefts increase, cattle herders in the Teso sub-region of north east Uganda have since January been bringing their stout, short-horned cattle to community kraals every evening instead of keeping them at home.
",0,0,0,0,1,1,theft increase cattle herder teso sub region north east uganda since january bring stout short horned cattle community kraal every evening instead keep home
499,499,"Under the deal, the Chinese government would extend a loan to the government of Uganda to cover 85% of the cost of the project.
",0,0,0,0,1,1,deal chinese government would extend loan government uganda cover cost project
500,500,"Uganda’s struggle to implement disability-tailored assessments is not unique, as educators and inclusive advocates across the globe have pointed to this pressing issue.
",0,0,0,0,1,1,uganda struggle implement disability tailor assessment unique educator inclusive advocate across globe point press issue
501,501,"The agriculture sector remains the basis of Uganda’s economy; it accounts for one quarter of the country’s GDP, half of Uganda’s exports and employs close to 70% of the country’s labour force.
",0,0,0,0,1,1,agriculture sector remain basis uganda economy account one quarter country gdp half uganda export employ close country labour force
502,502,"He said Uganda’s economy is far from recovery, adding that commodity prices are still high and that unemployment rate is still worrying.
",0,0,0,0,1,1,say uganda economy far recovery add commodity price still high unemployment rate still worry
