,stripped,readable
874,sae advise always sow early possible,SAED just advises to always sow the earliest possible.
875,farmer harvest early tend well yield ton early,Farmers that harvest earlier tend to have better yields: 2 - 3 tons earlier.
876,window harvest rice harvest later yield decrease,"There's a window for harvest in rice and if you harvest later, the yields decrease."
877,sow early harvest ideal time likely get access harvesting equipment,"If you sow earlier and harvest at the ideal time, you also are more likely to get access to harvesting equipment."
878,farmer sow late due access input credit,Farmers sow late due to access to inputs and credit.
879,even sow early might access harvester might wait month get access,"Even if they sow early, they might not have access to a harvester, so they might be waiting for a month to get access."
880,harvester big soil wet easily move,The harvesters are also too big and if the soil is wet then they can't easily move through.
881,investor start shift mini harvester,Investors are now starting to shift to the mini harvester.
882,farmer plant early harvest early one season double crop,Farmers that plant early and harvest early in one season can double crop.
883,access harvester financial problem,Access to harvesters is a financial problem.
884,pape see year harvester finance bank one own harvester pay back loan,"Pape has seen this year some harvesters that are being financed by banks, but the one who owns the harvester has to pay back the loan."
885,farmer little area people harvester feel like go plot plot transportation cost lot need big car need pay gas,"If the farmer has a little area, the people who own the harvester won't feel like going from plot to plot because transportation costs a lot (need a big car, need to pay for the gas)."
886,interested ha plot maybe ha small plot,"They're interested in 20 - 50 ha plots, maybe 10 ha, not smaller plots."
887,harvester start north valley little plot go mauritania work ha plot pay back loan quickly,"Harvesters will start in the North of the valley and do little plots, and then they go to Mauritania to work on 50 ha plots because they have to pay back loans quickly."
888,start june plenty available july harvester go,"At the start of June there's plenty available, but by July all the harvesters have gone."
889,small cooperative farmer lose manual harvesting slow try get mini harvester,"Small coops and farmers lose out, but they can also do manual harvesting (very slow) or try to get a mini harvester."
890,farmer get machinery enough household labor hire migrant come south senegal,"If a farmer can't get machinery and doesn't have enough household labor, they hire migrants who come up the south of Senegal."
891,specialize kind work reputation fast farmer prefer hire migrant get access big harvester,They are specialized in this kind of work and have the reputation of doing it very fast; farmers prefer to hire migrants if they can't get access to a big harvester.
892,farmer miss optimal sowing window wet season plant short cycle duration crop,"If farmers miss the optimal sowing window in the wet season, they plant with a short cycle duration crop."
893,pape say people usually choose crop depend characteristic soil choose depend whether window sow,Pape says people don't usually choose crops depending on the characteristics of the soil they choose depending on whether they're in the window of sowing or not.
894,consider salinity soil use salt resistant crop,They do consider the salinity of the soil; they'll use salt-resistant crops.
895,usually know characteristic soil past salinity,But they don't usually know the characteristics of their soil past salinity.
896,salinity big problem along border mauritania,Salinity is the biggest problem along the border with Mauritania.
897,maybe amount rain predict lot pest farmer information besides protect,"Maybe from the amount of rain you can predict there will be a lot of pests, but farmers don't have information besides that to protect themselves."
898,often leave field fallow many pest,They will often leave their field fallow if there are too many pests.
899,farmer might abandon salinity high plant time yield decline leave field fallow,"Farmers might also abandon if the salinity is too high, or if they plant a few times and the yields are declining, they'll leave the field to fallow."
900,rice mature soil water saturate rice start go yellow know ready harvest,"When the rice matures, if the soil is water-saturated and the rice has started to go yellow, they know it's ready to harvest."
901,harvest tool available know harvest,"They will only harvest if they have the tools available, but they do know when they should harvest."
902,big shortage migrant labor due covid farmer day late harvesting lose lot yield,Big shortage in migrant labor due to COVID most farmers were 30 to 40 days late in harvesting and lost a lot of yields.
903,lot financial institution issue get money back,A lot of financial institutions had issues because they didn't get their money back.
904,state support financial institution keep farmer loan,But the state has supported the financial institutions to keep farmers in loans.
905,give grant financial institution depend amount issue plot supervise extension plot issue land,"They gave grants to the financial institutions depending on the amount of issues in the plots, as supervised by SAED (e.g. this plot had issues on 50% of the land)."
906,bank get wire repayment state amount damage estimate leftover repay farmer year,So the banks get wired repayment from the state for the amount of damage estimated; the leftovers can be repaid by farmers over 1 or 2 years.
907,insurance part get credit bank bank partnership insurance company,Insurance is part of getting credit from a bank the bank has a partnership with an insurance company.
908,pape think farmer feel damage plot evaluate fairly want pay back pape think fair,Pape thinks the farmers don't feel that the damage of the plots were evaluated fairly they want to be paid back 100% but Pape himself thinks it was fair.
909,know two cooperative got pay back think fair since harvest,"He knows of two coops who got paid back 50% and thinks this is fair since they harvested, after all."
910,pape know labor shortage covid,Pape doesn't know of any other labor shortages before COVID.
911,say usually issue intra senegal migration,He says it usually isn't an issue to have intra-Senegal migration.
912,people stay farm four five month work farm,People stay on the farm for four to five months just to work on the farm.
913,usually farmer finance bank contract buyer,"Usually when the farmer has been financed by the bank, they have to have a contract with a buyer."
914,season la bank bank even farmer contract buyer always respect sometimes third party buyer well price,"But for this season with La Banque Agricole, even if farmers have a contract with the buyer they won't always respect it because sometimes the third party buyers have a better price."
915,farmer say wait sell rice third party buyer pay bank back bank go along,"The farmers say, wait until we sell our rice to the third party buyers and then we will pay you [the bank] back, and the bank just goes along with it."
916,intermediary local consumption,Intermediaries are only for the local consumption.
917,buyer people go farm buy directly,Other buyers have their own people who go to the farms to buy directly.
918,pape say sell cooperative level cooperative loan,Pape says they sell at the coop level if the coop itself has the loan.
919,farmer store repayment rice one month see price go higher usually glut sell,The farmers will store the repayment rice for one month to see if the price will go higher (usually there's a glut) and then they will sell.
920,usually put rice two part one go loan repayment one share farmer individual consumption,Usually they put the rice into two parts one to go to loan repayment and one to share between farmers and individual consumption.
921,farmer harvest night sell side,Farmers will harvest at night to sell on the side.
922,happen fairly often,This happens fairly often.
923,cost storage high want go next season fast pay back soon possible loan next season influence quickly farmer sell,"If the cost of storage is high, or if they want to go to the next season very fast, or pay back as soon as possible to have a loan for the next season will influence how quickly a farmer sells."
924,farmer struggle loan repayment past tend wait sell want well price know pay loan back whether get loan,Farmers who struggled with loan repayment in the past tend to wait to sell because they want a better price but they also don't know if they pay the loan back whether they will get a loan again.
925,bank might automatically give another loan even pay loan back want make sure get enough money rice,"The bank might not automatically give them another loan even if they pay their loan back, so they want to make sure they get enough money from the rice they do have."
926,enough leftover sell make payment verbal agreement bank give money back guarantee another loan,"If they have enough $ leftover from selling, they'll make a payment or there's a verbal agreement with the bank, If you give me the money back I'll guarantee you another loan."
927,note think mean time repayment less important scale repayment,[Note: I think this means that the time of repayment is less important than the scale of repayment.
928,well sell late repay sell early repay less,It's better to sell late and repay more than sell early and repay less].
929,manobi ask question,Manobi has also been asking themselves this question.
930,farmer pay back loan luxury farmer oblige repay environment set farmer repay every time,"For a farmer to pay back his loan is a luxury the farmer is not obliged to repay, the environment is not set up for the farmers to repay every time."
931,constraint police come take away farm depend farmer pay back,They don't have constraints the police don't come and take away the farm it depends on the farmer to pay back or not.
932,farmer want pay back know get another loan advantage get harvester loan,"The farmer wants to pay back if he knows if he'll get another loan, or if there are other advantages, e.g. getting a harvester loan, etc."
933,farmer pay back loan even good season eager keep money never know,"Some farmers don't pay back their loans even if they have a good season they're eager to keep their money, we never know."
934,acdi dr fall recall anything usaid project,ACDI: Dr. Fall doesn't recall anything about this USAID project.
935,acdi cida international canadian development agency,ACDI_CIDA: International Canadian development agency.
936,mainly donor work agriculture sector well livestock,"It's mainly a donor, working in the agriculture sector as well as in livestock."
937,research use project mainly rice,"ISRA used to have a project with them, mainly on rice."
938,work different institution case srv work research finance rice project variety development promote artisanal tool mechanization,"Work with different institutions, in the case of the SRV they work with ISRA by financing rice projects, not only variety development but also promoting artisanal tools for mechanization."
939,french call acdi french work,(In French they call it ACDI because that's how French works.)
940,work africarice,They also work with AfricaRice.
941,part subregional task force rice agriculture equipment include mali,"They're part of a subregional task force on rice and agriculture equipment, including Mali, etc."
942,involve miller,Also involved with millers.
943,dr fall say project end two year ago right call important two year ago put mechanization focal point,"Dr. Fall says the project ended two years ago, so right now you couldn't call them important; but two years ago they were putting mechanization as the focal point."
944,current project dr fall know,No current projects that Dr. Fall knows about.
945,afd french government donor finance research project call onehealth human livestock health integrate human livestock rural development project ongoing,"AFD: French government donor, financing a research project called OneHealth about human being and livestock health, integrated human-livestock rural development project (ongoing)."
946,dr fall use project analyze price rice power stakeholder rice price rice value chain aid farmer fix paddy rice,"Dr. Fall used to have a project with them on analyzing the price of rice and the power of stakeholders over the rice price in the rice value chain, aiding farmers to fix the paddy rice."
947,work different part senegal include srv nationwide different interest,"They work in different parts of Senegal, including the SRV, but they're nationwide and they have different interests."
948,africarice specialize rice research,AfricaRice: Specialize in rice research.
949,work rice ecology senegal base srv irrigate,"Work in all rice ecologies in Senegal, but they're based in the SRV because it's irrigated."
950,work rainfed mangrove ecology,Also working on rainfed and mangrove ecologies.
951,senegal african country west central east africa,"Not only in Senegal, they are in 24 African countries (West, Central and East Africa)."
952,mainly work national research institute provide advice technology,They mainly work with national research institutes to provide advice and technology.
953,ongoing project,Ongoing projects.
954,involve rice policy,Also involved in rice policy.
955,affiliate cgiar associate national research institute country,Affiliated with CGIAR and associated with national research institutes of the countries they're in.
956,originally west african country,Originally in just West African countries.
957,senegal work research sae,"In Senegal, they work with ISRA and SAED."
958,work farmer directly field trial,They also work with farmers directly to do field trials.
959,train farmer directly extension agency,They train both farmers directly and extension agencies.
960,work sae diffusion innovation,they work with SAED for diffusion of innovations.
961,agra,AGRA:
962,regional organization work mainly seed seed operator,Regional organization working mainly on seeds with seed operators.
963,provide service private sector improve seed,They provide services to private sector to improve seeds.
964,work research seed operator mainly private sector,"They work with ISRA and seed operators, mainly the private sector."
965,reinforce capacity seed operator maintain relationship research private sector develop business market improved seed,"They reinforce the capacity of seed operators and maintain relationships between ISRA and the private sector, developing business and market for improved seeds."
966,capacity development side seed operator business development push private sector invest improved seed,"Both capacity development on the side of seed operators but also business development, pushing private sector to invest in improved seeds."
967,ongoing project base ghana nigeria,"Ongoing projects, based in Ghana and Nigeria."
968,anacim government base agency work meteorological information like forecast,"ANACIM: Government-based agency, working on meteorological information like forecasting."
969,sell information extension research,They sell information to SAED and ISRA!
970,ongoing,Ongoing.
971,ancar rural development national extension agency suppose provide extension service farmer different crop different sector,"ANCAR: Rural development national extension agency, supposed to provide extension services to all farmers in different crops and different sectors."
972,deal agriculture livestock fishery,"They deal with agriculture, livestock, fisheries, etc."
973,government agency free service,They're a government agency with free services.
974,fund world bank donor,Funded by the World Bank and other donors.
975,world bank support first ancar program plan end project ancar would depend farmer finance support many donor include bank bank,"The World Bank supported the first ANCAR program, with the plan that at the end of the project ANCAR would depend on farmers to be financed; now they are supported by many donors, including Banque Agricole."
976,ancar act mediator organization farmer bank go ancar,"ANCAR acts as a mediator between organizations and farmers; if it's a bank, it's going through ANCAR."
977,ancar extension national multi crop scale,"ANCAR does what SAED does, on a national multi-crop scale."
978,ancar srv leave rice advise extension handle horticulture srv,"ANCAR is also in the SRV, but it leaves the rice advising to SAED and handles horticulture in the SRV."
979,whenever already extension agency something specific like sae rice orient towards crop,Whenever there's already an extension agency doing something specific (like SAED with rice) it orients itself towards other crops.
980,extension come ancar,SAED came before ANCAR.
981,example decision make tool call saida,Example: Decision-making tool called SAIDA.
982,try link agency together multi state project research sae ancar,"trying to link agencies together with a multi-state project (ISRA, SAED, ANCAR)."
983,extension fight preserve role rice matter ancar wise train farmer agricultural practice stay rice,"But SAED has fought to preserve their role on rice in any matter, so ANCAR was wise and trains farmers in agricultural practices and stays out of rice."
984,saida decision make tool,SAIDA: Decision-making tool.
985,new innovation predict farmer provide market information,New innovation to predict for farmers and provide market information.
986,instead lot person session send text,"Instead of having lots of in-person sessions, they send texts."
987,ndiaye horticulture region kaolack,"In Ndiaye the horticulture region, Kaolack, etc."
988,asprodeb,ASPRODEB:
989,farmer organization,Farmer's organization
990,try ngo,but they try to be NGO.
991,position farmer organization provide advice farmer new crop technology preserve farmer interest price discussion subsidy,They position themselves as farmer's organization to provide advice to farmers (e.g. new crops and technologies) and to preserve farmers' interests in price discussions and subsidies.
992,lobbying train,They do both lobbying and training.
993,work research sae ancar organization work agriculture sector,"They work with ISRA, SAED, ANCAR and all organizations working in the agriculture sector."
994,main focus develop farmer capacity building want involve new extension development program,"Their main focus is to develop farmer capacity building, so they want to be involved any new extension or development programs."
995, catch,(Didn't catch that).
996,work everywhere senegal include srv,"They work everywhere in Senegal, including SRV."
997,ongoing active,Ongoing and VERY active.
998,apix,APIX:
999,government agency help foreign national investor get access value market information facilitate business agreement reduce taxis encourage investment private sector,"Government agency helping foreign and national investors to get access to value and market information, facilitating business agreements and reducing taxes to encourage investment in private sector."
1000,active,Very active.
1001,bnde bank bank use cncas,BNDE: Banque Agricole (used to be CNCAS).
1002,big interaction farmer government private enterprise,"Biggest interaction is with farmers, government and private enterprise."
1003,objective finance agriculture sector,Objective is to finance the agriculture sector.
1004,set loan rate,"They set loan rates, etc."
1005,bos pse pse government orientation document strategy document vision document,"BOS-PSE: PSE is a government orientation document, strategy document, vision document."
1006,new president outline vision new pse,Each new president outlines his vision in a new PSE.
1007,bos bureau monitor activity government do fulfill pse,BOS: Bureau that monitors the activities of the government done to fulfill the PSE.
1008,bo advertise success current government achieve pse seem vaguely political propaganda election year,BOS advertises the successes of the current government in achieving the PSE (seems vaguely political  propaganda in election years).
1009,finance infrastructure project like road milling industry,"They finance infrastructure projects like roads, milling industries."
1010,brm subregional market stock exchange bourse,BRM: Subregional market stock exchange ( bourse ).
1011,probably related rice avc,Probably not very related to rice or the AVC.
1012,cds unknown,CDS: Unknown.
1013,ceraas branch research work dryland crop work west african subregion millet sorghum cowpea,"CERAAS: Branch of ISRA, working on dryland crops and working in the West African subregion on millet, sorghum and cowpea."
1014,one center research work large subregional institute icrisat cereal crop,"It's just one center of ISRA, working with the larger subregional institute and also with ICRISAT on cereal crops."
1015,relevant rice rice relate crop biotechnology,"Not relevant to rice, but rice-related crops and biotechnology."
1016,active,Very active.
1017,cger,CGER:
1018,help farmer develop efficient management business plan financial document building capacity among farmer miller able file tax report financial training,"Helps farmers develop efficient management and business plans and financial documents, building capacity among farmers and millers to be able to file tax reports, financial training, etc."
1019,private sector farmer pay get advice enterprise,Private sector: Farmers pay to get advice on their enterprises.
1020,active,Active.
1021,ciriz inter profession organization,CIRIZ: Inter-profession organization.
1022,rice stockholder association,Rice stockholder association.
1023,method policy dialogue stakeholder rice value chain supervise government intervention rice supervise extension agency work rice decide price paddy year,"It's a method of having policy dialogues between stakeholders in the rice value chain, supervising government interventions in rice, supervising extension agencies working in rice, deciding the price of paddy each year."
1024,create srv extend association casamance include rice farmer casamance rainfed zone,"Created in the SRV, but they've extended their association to Casamance to include rice farmers in Casamance and other rainfed zones."
1025,work government invite participate development rice program,Work with the government they're invited to participate in the development of any rice programs.
1026,involved service provide rice sector lobbying actor include research,"Involved in any services provided to the rice sector as a lobbying actor, including ISRA."
1027,active,Very active.
1028,dr fall say something important towards end pm ancar sae handle personnel miss,"<< Dr Fall said something important towards the end (4:22 pm) about how ANCAR and SAED handle personnel, but I missed it! >>"
1029,delta area characteristic,The Delta area has the same characteristics.
1030,blue call delta,The blue is what they call the Delta itself.
1031,low delta upper delta,But there's low Delta and upper Delta.
1032,something big irrigate scheme k irrigate hectare end delta area,"something about big irrigated scheme, 3 - 4k irrigated hectares are the end of the Delta area."
1033,green moyenne vallee mid valley amont mid valley upper,Green is Moyenne-Vallee (mid-Valley) - amont (mid-Valley-upper)
1034,pink moyenne vallee mid valley aval mid valley lower,Pink is Moyenne-Vallee (mid-Valley) - aval (mid-Valley-lower)
1035,matam go high valley beyond pink bakel,After Matam you go to the High Valley (beyond the pink) up to Bakel
1036,get faneye middle valley start,(then you get to Faneye which is where Middle Valley starts)
1037,bakel less rice less irrigation,Bakel has less rice because less irrigation.
1038,tomato mostly dagana onion suppose podor dr fall confirm datum confirm expectation,Tomato is mostly in Dagana and the onions are supposed to be Podor (Dr Fall confirms the data confirm his expectations.)
1039,extension bulletin publish every month enough datum record need,"SAED has a bulletin it publishes every month, but you couldn't have enough data from that to record what's needed."
1040,write letter sae director embassy icrisat formal way would easy get datum,"If we can write a letter to the SAED director through the embassy or ICRISAT in a formal way, it would be easiest to get those data."
1041,dr fall get datum difficult incomplete result,Dr Fall can get the data but it's difficult to do with incomplete results.
1042,extension divide delegation call upper delta,"SAED is divided into delegations which is what they call Upper Delta, etc."
1043,extension suppose one collect datum srv work dapsa ag,"SAED is supposed to be the ones who collect the data in the SRV, working with DAPSA (ag."
1044,stat ministry agriculture compile nationwide database,stats in the ministry of agriculture) to compile into nationwide database.
1045,place like research usaid might datum case study basis depend project,Other places like ISRA or USAID might have data but it's on a case study basis depending on the projects.
1046,dr fall baseline study impact assessment naatal mbay,Dr. Fall did a baseline study and an impact assessment for Naatal Mbay.
1047,program coordinator use colleague dr fall,Program coordinator used to be a colleague of Dr. Fall's.
1048,,_
1049,"value chain 
 onion glut",_Value chain__Onion glut
1050,yes guess constraint cheryl mention real exist onion vc,"Yes, he guesses all those constraints Cheryl mentioned are real, they exist in the onion VC."
1051,lot farmer pick onion economically profitable rice,Lots of farmers picked onions because it's more economically profitable than rice.
1052,government support market regulation stop import onion local onion sell,There's also government support through market regulation (stopping import of onions until local onions are sold.)
1053,law supply demand determine everyone flood onion price drop,"Law of supply and demand determines that if everyone floods onions, the price drops."
1054,people claim regulation fail people import onion case,"People will claim that regulation is failing and people are importing onions, but that's not the case."
1055,regulation put place commission go back miss kind board something,"Regulation is put in place by the commission (go back to this, I missed it, there's some kind of board or something.)"
1056,agribusinesse import really local either well technology storage,"But agribusinesses aren't importing, but they're not really local either they have better technology, storage, etc."
1057,quality high import onion still squash little farmer,So the quality is as high as imported onions and they're still squashing the little farmers.
1058,predict kind thing regulation encourage people produce regulation necessarily cover case agribusiness,"We can predict that kind of thing because regulations encourage people to produce more, but the regulations don't necessarily cover all cases (e.g. agribusiness)."
1059,holiday big demand onion thing sheep day,"Holidays have big demand for onion or other things Sheep Day, etc."
1060,podor lead onion produce region problem everywhere different scale,Podor is the leading onion producing region but the problem is everywhere at different scales.
1061,"regardless region produce onion cold dry season storage infrastructure quality low require market consumer 

 onion glut make life easy tomato grower","Regardless of region, they're all producing onion in the colddry season and there's no storage infrastructure and the quality is lower than required at market by consumers Onion glut makes life easier for tomato growers!"
1062,use plot onion space tomato,"If you use your plot for onion, you don't have space for tomatoes."
1063,plot really small,Plots are just really small.
1064,international market impact domestic onion price,International market impacts domestic onion price.
1065,senegal get onion holland scandinavia france,"Senegal gets onions from Holland, Scandinavia, France"
1066,price taker price giver,they're price-takers not price-givers.
1067,lot onion internationally produce lot locally shield price hike,"If there's not a lot of onion internationally and you're not producing a lot locally, you can't shield yourself from price hikes."
1068,good local production onion increase world market competition unfair import onion high quality unless use local onion like,"If you have a good local production of onion and you have an increase in the world market, the competition is unfair because imported onion is higher quality (unless you use the local onion, like, NOW.)"
1069,people know store import onion local onion,People know they can store imported onions but not local onions.
1070,dr fall overheard lady complain local onion much water,Dr. Fall overheard ladies complaining that local onions have too much water.
1071,check,check this).
1072,government highly intervene,Government is highly intervening.
1073,government intervention implied heavy far beyond information service nudge,"Government intervention is so implied and so heavy, far beyond information-service nudges."
1074,dr fall think market regulation bad see deal small farmer need protection competition,"Dr. Fall thinks market regulation is not bad, seeing as you're dealing with small farmers who need protection from competition."
1075,way reinforce capacity,It's a way of reinforcing capacity.
1076,profitable,Because it's profitable.
1077,year condition really good onion expect market import stop,"But for this year, the conditions were really good for onions and you expect to have a market while imports are stopped."
1078,people might well cropping onion use,Also now people might be better at cropping onion than they used to be.
1079,onion less damage crop even though still weed stuff,"Onions you also have less damage than other crops, even though there's still weeds and stuff."
1080,last year onion price high check hypothetical everyone switch onion,"Also, last year's onion price was high (check this, it's a hypothetical), so everyone switches to onion."
1081,podor soil appropriate onion rice,Podor soil is more appropriate for onion than rice.
1082,yes one mission give well information farmer,"Yes, it's one of their missions, to give better information to farmers."
1083,able advise farmer crop base information market availability technology seed,"They should be able to advise farmers to do other crops based on information from the market, availability of technology for seed, etc."
1084,lot information use advise farmer whether succeed crop,They have a lot of information they can use to advise farmers whether they'll succeed in crops.
1085,farmer make ultimate decision,But farmers make the ultimate decision.
1086,market regulation agency get world market information national agency demography statistic ancar extension ngo talk farmer,"Market Regulation Agency gets world market information and National Agency for Demography and Statistics, ANCAR extension, NGOs, etc. are all talking to farmers."
1087,guess field see lot opportunity onion farmer world market grow onion production dr fall believe coming year difficult produce lot onion price low compare farmer think,"You can guess if you're in the field you see a lot of opportunities for onions for farmers, the world market is growing onion production, Dr Fall believes this coming year will be difficult because they're producing a lot of onion and the price will be low compared to what farmers think it is."
1088,podor onion region usually tomato onion think bad year lot people,"E.g. Not only Podor is doing onions but now regions that usually do tomato are also doing onions, so you think it'll be a bad year for a lot of people."
1089,look world market see production increase,And you can look at the world market and see production is also increasing.
1090,note tell hypothetical,[Note: I can't tell if this is a hypothetical or not.]
1091,,>
1092,yes think hypothetical later ask bet dr fall say need go collect information field world market price,"Yes I think this is a hypothetical, later when asked to bet, Dr Fall says he needs to go collect information about the field and world market price."
1093,rice dr fall predict world market push self sufficiency covid people shift local rice farmer improve quality production rice next year local production rice demand,"FOR RICE, Dr Fall predicts that with the world market, the push for self-sufficiency and COVID-19, and how people are shifting to local rice and farmers are improving the quality and production of rice next year there will be more local production of rice and also more demand."
1094,urban population increase daily migration rural urban last year good year demand increase urban market,"Urban population is increasing daily, also migration from rural to urban ( last year was not a good year ) and demand is increasing from urban markets."
1095,however large part local production still go local consumption,"However, a large part of local production still goes to local consumption."
1096,ir good cultivar sahel,IR-15 was a good cultivar before Sahel-108.
1097,breeder choose sahel urban consumer,Breeders were choosing Sahel-108 for urban consumers.
1098,want something local consumption,But they want something for local consumption.
1099,sahel day short medium cycle,Sahel-108 is 90-105 days which is shortmedium cycle.
1100,use produce zone consume local rice st louis urban consumer non produce rural consumer eat import rice,"It used to be the producing zone was only consuming local rice, St Louis etc., but urban consumers and non-producing rural consumers were eating imported rice."
1101,gov use control aspect rice production equalization collect distribute amongst rural production area,Gov't used to control all aspects of rice production under equalization where it was collected and distributed amongst rural production areas.
1102,urban consumer even know prepare local rice,Urban consumers didn't even know how to prepare local rice.
1103,recently cultivar release sahel still prefer amongst consumer rainfe producer kaolack casamance short cycle,"Recently 15 cultivars were released, but Sahel-108 is still preferred amongst consumers and rainfed producers in Kaolack and Casamance (because of its short cycles)."
1104, suppose cultivar zone,It wasn't supposed to be a cultivar for those zones.
1105,people start use isre isre,People are starting to use ISRE-10 and ISRE-5
1106,really prefer sahel,but they really prefer Sahel-108.
1107,yield indicator choose sahel always ton ha,"Yield is an indicator of choosing Sahel-108, it's always between 5 and 6.5 tonsha."
1108, ha potential yield,But it's 8 - 10 tha in potential yield.
1109,even extension say farm never get ton ha,Even SAED says 6.5 because farms never get over 5 - 6.5 tonsha.
1110,people say average yield srv dr fall doubt,"People say the average yield in SRV is 6.5, but Dr. Fall doubts it."
1111,upper limit good farmer,6.5 is an upper limit of the best farmers.
1112,conflict extension,This is a conflict he's been having with SAED!
1113,dr fall surprise people ask lot,Dr Fall is surprised too and people ask this a lot.
1114,first paper africa rice impact sahel thirty year ago,"This was his first paper with Africa Rice, the impact of Sahel-108, thirty years ago."
1115,sahel sahel primarily use,Sahel-108 and Sahel-201 are primarily used.
1116,cultivar around year ask sahel stick around,"15 cultivars have been around for only 5 years, but they're asking why Sahel-108 has stuck around."
1117,podor,Podor =
1118,delta beyond podor,DeltaBeyond Podor =
1119,"upper delta delta upper delta valley valley start matam bakel 

 st louis podor dagana st louis dagana delta zone st louis ross bethio low delta bas delta","Upper DeltaDelta, Upper Delta, and ValleyValley starts in Matam up to BakelBetween St. Louis, before Podor, at Dagana between St. Louis and Dagana is the Delta ZoneSt Louis to Ross Bethio is Lower Delta  Bas-Delta"
1120,low delta within delta extend dagana,But Lower Delta is within the Delta which extends to Dagana
1121,dagana matam call upper upper upper delta matam podor matam call vall within valley call low valley upper valley high valley main area valley delta valley matam bakel,"Dagana to Matam is called Upper, Upper Upper DeltaMatam is after PodorAfter Matam is called the Vall eWithin the Valley, you can call it Low Valley, Upper Valley and High ValleyBut the main area in Valley is Delta Valley (Matam to Bakel)"
1122,sometimes village name department administrative district region,Sometimes villages have the same name as the departments (administrative districts  regions).
1123,use belong st louis,Used to belong to St. Louis
1124,district,but now they have their own districts.
1125,dagana secondary town term population infrastructure still agricultural town,"Dagana is a secondary town now in terms of population and infrastructure, but it's still an agricultural town."
1126,dagana region st louis,Dagana is in the region of St. Louis.
1127,dagana dividing line term travel road give good administrative boundary delta section village belong different district even mauritania,"Dagana is a dividing line in terms of traveling on the road, but you can't give good administrative boundaries to the Delta sections because villages belong to different districts and even to Mauritania."
1128,dagana mostly rice cropping base podor mostly onion tomato,"Dagana is mostly rice cropping based, Podor is mostly onions and tomatoes."
1129,dagana limit extension agency information service,Dagana is the limit of extension agencies' information and services.
1130,beyond dagana get less information less service less ngo,"Beyond Dagana you get less information, less services, less NGOs."
1131,resemble dagana farmer term rice intensity practice close podor,"They resemble Dagana farmers in terms of rice intensity, but their practices are closer to Podor."
1132,upper low delta divide ross bethio,Upper and Lower Delta are divided by Ross Bethio.
1133,division make cite town along national road,Divisions are made by citing towns along the national road.
1134,richard toll outside low delta irrigate scheme,Richard Toll is outside the Lower Delta it doesn't have the same irrigated scheme.
1135,big irrigated scheme within low delta,Big irrigated schemes are within the Lower Delta.
1136,upper delta different practice,"If you are in the Upper Delta, there are different practices."
1137,may crop rice tomatoe cold dry mostly orient towards onion cold dry,Some may crop rice and then tomatoes in colddry; some mostly oriented towards onions in the colddry.
1138,delta term cultivar hot rice season may choose short cycle cultivar depend time seed,"If you're in the Delta, in terms of cultivar, if it is the hot rice season, you may choose the short cycle cultivar depending on what time you're seeding."
1139,seeding time determine whether choose long short cycle cultivar,Seeding time determines whether you choose long or short cycle cultivars.
1140,want double cropping start february choose short cycle cultivar prepare crop end hot dry go rainy season,"If you want to do a double cropping and you didn't start in February, then you have to choose a short cycle cultivar so you can prepare to crop before the end of the hotdry going into the rainy season."
1141,influence market well last season satisfy might choose crop,"There are influences from the market as well if last season you weren't satisfied, you might not choose the same crop."
1142,within rice different cultivar length cycle salinity,"Within rice, you have different cultivars length of cycle, salinity, etc."
1143,crop versus crop,Then you have crop versus crop.
1144,cold season podor people onion,"If you are in a cold season and you are in Podor, most people will do onion."
1145,onion zone,It's the onion zone.
1146,dagana local tomato industry people mostly orient towards tomato,"If you are in Dagana, where you have local tomato industry, people are mostly oriented towards tomatoes."
1147,term variety tomatoe onion choose base market demand people go see kind rice people want,"In terms of variety (tomatoesonions), you're choosing based on market demand (people will go to see what kind of rice people want)."
1148,sahel common rice variety people like seed producer make,"Sahel 108, 201 are common rice varieties that people like, so seed producers make those."
1149,podor dagana hot dry always rice podor may peanut,"In Podor and Dagana, hotdry is always for rice (in Podor there may be peanut too!)."
1150,extension table hectare cultivate,SAED table is of hectares cultivated.
1151,people suspicious production number might overestimate,Some people are suspicious of production numbers they might be overestimated.
1152,cropping area likely accurate,"But for the cropping area, it's likely to be accurate."
1153,either way sae option get datum,"Either way, SAED is the only option for getting data."
1154,campaign year year probably exaggerate outside campaign year datum likely correct,"In campaign years (e.g. this year), you'll probably exaggerate; outside of campaign years, the data are likely to be correct."
1155,go delta zone miller base upper delta,"If you go to the Delta zone, most of the millers are based in Upper Delta and so on."
1156,mill industry unevenly distribute,Milling industry is unevenly distributed.
1157,need market information willing buy,"Need market information who's willing to buy, when and how."
1158,operational anymore even still need,"But that's not operational anymore, even if it's still needed."
1159,aroma length brightness rice consider quality prefer high income consumer,"Aroma, length and brightness of rice is considered quality and preferred by high-income consumers."
1160, national demand,This is 20% of the national demand.
1161,majority urban consumer prefer broken rice,But the majority of urban consumers prefer broken rice!
1162,last five year shift prefer local rice,During the last five years there's been a shift to prefer local rice.
1163, chance try local rice enough reach outside local market dakar,Before they didn't have a chance to try local rice because there wasn't enough to reach outside local markets to Dakar.
1164,high promotion local rice people urban city start like local rice,Now there's high promotion of local rice and people in the urban cities start liking local rice.
