	belief	title	author	year
4435	The Senegalese government needed to follow the international community recommendation of popular participation in natural resource management and through institutionalized and legal settings of decentralized instituions to benefit from funding.	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4436	"Efficiency of process involves a consideration of ""women's knowledge in rule making, by allowing them to formulate rules that are not only fairer but also perceived by them to be so""."	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4437	"Democratic decentralization theorists recognize electoral representation as the basis for democracy because it makes elected actors more accountable (Agrawal and Ribot 1999, Ribot 2004); and decentralization is expected to promote ""greater responsiveness to citizens, improved decision making, and improved efficiency in service delivery"" (Parry 1997: 211)."	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4438	The colonial perception of who has the right to vote was based on who knows how to read and write in French.	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4439	"The women ""subjects"" (inhabitants of the rural area) who were considered illiterate were therefore legally excluded."	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4440	"The women ""citizens"" who were from the four communes and went to school were considered 'advanced' (in opposition to backward) and 'assimilated' (into French civilization)."	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4441	Despite the fact that Senegalese nationalist male politicians had been rallied around by women who allowed them to have the majority of voters, they never proposed in their party, a program for women (MFEF 1993: 13).	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4442	Senegalese women's rights to vote acquired after the World War II created awareness of women's important role in elections.	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4443	However, women were not considered effective political actors in decision making and were not represented at all the political institutions.	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4444	Only two women were presidents of rural communities (PCR) in Malem Hodar and N'diass (Mfef 1993).	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4445	This act is considered by the opposition parties as unconstitutional, undemocratic, and a false politics of administrative decentralization.	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4446	In fact, this government (political party in power, the Senegalese Democratic Party-PDS) initiative is seen by the opposition parties on the one hand as political to weaken the opposition in territories where they gained more representatives and constituencies during the last local elections in 2009; on the other hand, the special delegations are illegal and treat the population as subjects and not citizens.	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4447	The majority of peasant women (mainly the poorer ones) generally had access to land through their husband or a male member in the family.	Gender equity in Senegal’s forest governance history: why policy and representation matter	S. BANDIAKY-BADJI	2011
4448	It is a traditional practice to send boys to Koranic schools called daaras, at which students known as talibes receive a Koranic education from teachers known as marabouts; however, some daaras have corrupted the traditional practices, forcing many students to beg.	None		2019
4449	The courts have had limited success in prosecuting cases related to forced begging due to a lack of coordination and resource constraints, and partly due to a perceived lack of political support, cultural norms, and pressure from influential Koranic teachers who support this practice, particularly in rural areas.	None		2019
4450	Traditionally, marriage payments were not viewed as a price or compensation.	Bride Price and Fertility Decisions: Evidence from Rural Senegal	Mously Mbaye, Natascha Wagner, Linguère Mously Mbaye	2013
4451	Thus, the more a woman is perceived as precious investment by her in-laws, the lower the pressure upon her for reproductive success.	Bride Price and Fertility Decisions: Evidence from Rural Senegal	Mously Mbaye, Natascha Wagner, Linguère Mously Mbaye	2013
4452	The bride and her altruistic parents can prefer a (relatively) low bride price in the case of a love marriage in order to reduce the risk of ill-treatment and the marriage's failure.	Bride Price and Fertility Decisions: Evidence from Rural Senegal	Mously Mbaye, Natascha Wagner, Linguère Mously Mbaye	2013
4453	The vast majority of the households (95%) are Muslims and consider themselves as members of the Wolof (43%), Pular (24%) or Serere (18%) ethnic group.	Bride Price and Fertility Decisions: Evidence from Rural Senegal	Mously Mbaye, Natascha Wagner, Linguère Mously Mbaye	2013
4454	This is considered a suitable wealth indicator as inheritance is patrilineal in rural Senegal and no active land markets exist.9 In Column 2 of Table 3, we control for the	Bride Price and Fertility Decisions: Evidence from Rural Senegal	Mously Mbaye, Natascha Wagner, Linguère Mously Mbaye	2013
4455	Nonetheless, women who are economically dependent on their husband and received a low bride price tend to have more children, suggesting that they are less valued and have to gain respect through reproductive success (Column 2 of Table 6).	Bride Price and Fertility Decisions: Evidence from Rural Senegal	Mously Mbaye, Natascha Wagner, Linguère Mously Mbaye	2013
4456	Educated men and those with income generating activities expect their wives to have fewer children when a high bride price has been paid (Columns 3 and 4 of Table 6).	Bride Price and Fertility Decisions: Evidence from Rural Senegal	Mously Mbaye, Natascha Wagner, Linguère Mously Mbaye	2013
4457	Hence, women who received a high bride price are valued per se in relatively wealthier households, facing less pressure for reproductive success and more (economic) independence.	Bride Price and Fertility Decisions: Evidence from Rural Senegal	Mously Mbaye, Natascha Wagner, Linguère Mously Mbaye	2013
4458	Whenever the groom is willing to give a higher bride price, he demonstrates his willingness to treat his wife well and avoid the risk of divorce, which would correspond with a financial failure of the investment.	Bride Price and Fertility Decisions: Evidence from Rural Senegal	Mously Mbaye, Natascha Wagner, Linguère Mously Mbaye	2013
4459	With strong partnerships, experienced program administrators, and promising results from Virginia Tech's work in Senegal for nearly a decade, Youth in Agriculture is expected to strengthen the country's systems to yield lasting impact, empowering youth and placing them squarely at the center of Senegal's community development and economic growth.	Feed the Future Senegal Youth in Agriculture (YIA)		2020
4460	Recognizing an opportunity to not only help his daughter but also to help the community, Mr. Dieng volunteered to start a community garden next to their home.	Feed the Future Senegal Youth in Agriculture (YIA)		2020
4461	"Aida had begun experiencing difficulty and considered dropping out of school prior to joining 4-H. Aida said, ""During the first month, 4-H encouraged me to continue my studies."	Feed the Future Senegal Youth in Agriculture (YIA)		2020
4462	Today, women want to be able to meet their needs and look out for their own interests.	None	Yacine Diagne Gueye	2009
4463	Since it is difficult to access water, women are unable to grow out-of-season vegetables for commercial use, neither can they deal with reforestation or engage in other creative opportunities despite their willingness to do so.	None	Yacine Diagne Gueye	2009
4464	She said she didn't think food cooked with plastic bassinette and bed sheet was edible.	None	Yacine Diagne Gueye	2009
4465	The Rural Community of Keur Moussa is located between Dakar and Thies and comprises a number of villages; the majority of them lie on the Ndiass single-wall buttress.	None	Yacine Diagne Gueye	2009
4466	However, agriculture and traditional fuels are considered the main source of GGE.	None	Yacine Diagne Gueye	2009
4467	They wanted to regenerate the mangroves and reforest part of the forest.	None	Yacine Diagne Gueye	2009
4468	In some villages, they set up gallery stores in order to ensure that local populations buy and become familiar with products like butane gas.	None	Yacine Diagne Gueye	2009
4469	In the rural community of Keur Moussa (Pout), women have suffered a lot, but they have worked hard.	None	Yacine Diagne Gueye	2009
4470	Three villages (Santhie Serere, Kessoukhatte and Landou) have been selected as experiment sites dedicated to control erosion in the framework of the Agrobio Niayes Program by ENDA Pronat.	None	Yacine Diagne Gueye	2009
4471	Trade is one of the highly valued activities for women.	None	Yacine Diagne Gueye	2009
4472	Animal and crop products dedicated to the production of other agricultural goods and services are considered fixed assets.	Economic Accounts for Agriculture and Farm Income in Senegal	Ismaël Fofana, Mahamadou Tankari, Fousseini Traore	2017
4473	The survey is based on a sample of 18,180 households, among which 10,702 are farmers, that is, 59 percent of the sample.7 The regional distribution of farmers is provided in Table A.1 in Appendix A.	Economic Accounts for Agriculture and Farm Income in Senegal	Ismaël Fofana, Mahamadou Tankari, Fousseini Traore	2017
4474	Among the most popular informal approaches is the one developed by Tukey (1977).	Economic Accounts for Agriculture and Farm Income in Senegal	Ismaël Fofana, Mahamadou Tankari, Fousseini Traore	2017
4475	Agriculture occupies a predominant place in rural employment in various regions, such as Kolda, Kaffrine, and Kedougou.	Economic Accounts for Agriculture and Farm Income in Senegal	Ismaël Fofana, Mahamadou Tankari, Fousseini Traore	2017
4476	It has now become one of the priority objectives of its agenda and the OMVS hopes to quickly start the first phase of its project to create a continuous and lasting navigable waterway of 905 km, between Saint-Louis (Senegal), at the estuary on the Atlantic coast, and Ambidedi (Mali).	None		2018
4477	The population uses cattail for craft purposes to make false ceilings, build palisades and weave baskets.	None		2018
4478	The SOGENAV wants to entrust the widening of the channel and the construction of the mineral terminals to the private sector, likewise for the operation of the river.	None		2018
4479	The OMVS wants to start it before the end of 2018.	None		2018
4480	Tamsir Ndiaye (SOGEM) also suggested representatives of civil society should be appointed to the decision-making committees.	None		2018
4481	Very early on OMVS wanted to develop the basin's hydroelectricity potential, to aid industrial development and reduce the energy deficit of the member countries.	None		2018
4482	While the men of the community are mainly large grain producers and are as active as wholesalers and semi-wholesalers, and agree to involve women in community decision-making.	Gender and Market in Senegal		2016
4483	Thus, four (4) villages with markets were selected at SINTHIOU MALEM and BAMBA THIALENE in the Tambacounda region, DAROU NANDIGUI and MAKA YOPP in the Kaffrine region.	Gender and Market in Senegal		2016
4484	Traditionally it is the distribution of supplies which is preferred but with changing technology and for efficiency, new tools such as Cash Transfers or Vouchers are more used.	Gender and Market in Senegal		2016
4485	According to the CBT technical team, the vouchers' modality is preferred because it has the advantage of being flexible and responsive to the beneficiaries as well as WFP Senegal.	Gender and Market in Senegal		2016
4486	It is undeniable that the preferred approach in the 4R Initiative puts men and women at the heart of WFP Senegal and its partners' intervention device, through the participatory community planning of DRR activities.	Gender and Market in Senegal		2016
4487	The establishment of the group follows the initiative of four matron community workers to fight against child malnutrition detected in their locality.	Gender and Market in Senegal		2016
4488	It is then that they decided to manually transform locally produced crops (millet, maize, cowpea) into flour for children's consumption.	Gender and Market in Senegal		2016
4489	It was a traditional organization which aimed to maintain sociability relations, mutual aid and solidarity among different members.	Gender and Market in Senegal		2016
4490	To this day, each one of them works individually, even though some women preferred to be collectors (Bana-Bana) by obtaining supplies in major weekly markets, others have chosen to remain housewives.	Gender and Market in Senegal		2016
4491	In this locality, women have taken the measure of the importance of their contribution and this sparked a spirit of awareness and entrepreneurship nourished by the desire to	Gender and Market in Senegal		2016
4492	Thanks to the commitment of these women, it is their contribution to the community development effort that is put forward, Modou Fall, producer and trader in Koungheul, affirms :	Gender and Market in Senegal		2016
4493	While some feel that women in these provinces play an important role in the sale of vegetables, others emphasize the weakness of the income generated.	Gender and Market in Senegal		2016
4494	"Indeed, the president of the EIG ""And Jubbo"" at Sinthiou Malem confirms that the gardening activity initiated by the 4R presents some difficulties in truly fitting in the local market."	Gender and Market in Senegal		2016
4495	Also the supply of vegetable products by trucks from major rural centers (Mbour, Kaolack) shows that the market is already supplied and some actors are very well positioned in the industry.	Gender and Market in Senegal		2016
4496	Most women recognize that they are more confined to social responsibilities as mothers and wives as opposed to income generators.	Gender and Market in Senegal		2016
4497	They did not wait for the arrival of the development institutions to build a social change project.	Gender and Market in Senegal		2016
4498	This former counselor shares that women are always informed late when it comes to meetings at the level of the rural community, which means they often do not have the time to come.	Gender and Market in Senegal		2016
4499	They declare that the village chief invited them to meetings to discuss issues of interest to the community.	Gender and Market in Senegal		2016
4500	Therefore, as an alternative, they prefer to use tables or sell on the floor.	Gender and Market in Senegal		2016
4501	"Anda Ligey of Sinthiou Malem, a member of the EIG shares her experience:""It is thanks to my group that I could get 50000 FCFA to buy goods in Gambia including kitchen utensils that I would resell with credit to women of my community, the profits were used to reimburse our group's cash fund."""	Gender and Market in Senegal		2016
4502	Groups of women obtain supplies in large cross-border markets like Diaobe, Koutiaba and then supply other women in urban centers such as Dakar, Kaolack, Mbour.	Gender and Market in Senegal		2016
4503	Indeed, there are few women producers like EIG Coumba Nor Thiam, Korka Rice, who are very dynamic in the rice markets in the north of Senegal, at Ross Bethio, Ronkh, Ndioum.	Gender and Market in Senegal		2016
4504	Certainly they do not have the same priority needs and do not have the same difficulties, Koungheul women for example have a need for technical support, while the group of Darou Nandigui feel a need for organizational and collective coaching.	Gender and Market in Senegal		2016
4505	The final report is expected to propose a framework for the assessment and monitoring of women's empowerment in the markets of Senegal.	Gender and Market in Senegal		2016
4506	In both settings interviewees also noted that there was an absence of agreement between international definitions of slavery or trafficking and practices that were deemed to be exploitative by local communities.	Building resilience against exploitation in Senegal and Kenya in the context of Covid-19		2021
4507	Forced begging associated with exploitative daaras in Senegal was also a practice that was supported by many communities, in line with local religious practices advocating alms-giving.	Building resilience against exploitation in Senegal and Kenya in the context of Covid-19		2021
4508	A Kenyan interviewee also expressed concerns about increased orphanage trafficking, due to increased vulnerability.	Building resilience against exploitation in Senegal and Kenya in the context of Covid-19		2021
4509	In both Kenya and Senegal the terms modern slavery and human trafficking were not resonant, and were viewed as deriving from international law.	Building resilience against exploitation in Senegal and Kenya in the context of Covid-19		2021
4510	In terms of access and equity, efforts are expected to improve the ETFP management and to focus on girl's education.	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4511	Among these young graduates, many express the desire to launch their own businesses; however, their productivity is often questionable given the almost total lack of entrepreneurship-based policy, programs, or schools in the country.	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4512	The professional and technical studies are considered as priority for Senegal's development.	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4513	Given their direct link with job market and economic vitality, it is expected that the school systems provide technical and professional students with the required skills and knowledge that allow them to be competitive at national and international levels and to provide the country with the best development oriented manpower and ideas.	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4514	While Benin plans to integrate the ICT to the learning methods in secondary and tertiary schools, Senegal wants to use them at university level to boost the country's competiveness and economic growth.	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4515	Both countries have a strong agricultural and touristic potential, but haven't thought about training and promoting touristic and agribusiness entrepreneurs whose jobs will be to create more jobs and stimulate economic growth.	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4516	Its stated goal was to preserve 'true' Communist ideology in the country by purging remnants of capitalist and traditional elements from Chinese society, and to reimpose Maoist thought as the dominant ideology within the Party.	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4517	"Science and technology are seen as vital for achieving China's economic and political goals, and are held as a source of national pride to a degree sometimes described as ""techno-nationalism""."	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4518	Indeed, with growing pressure of competition in the market economy around the 1980s, Chinese policy makers wanted to be prepared for china's burgeoning labor market.	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4519	First of all, the CERNET and the existing satellite video transmission system are expected to serve as basis of development and it is planned to make full use of the telecommunication resources of the country to further enlarge the	INADEQUACY OF BENIN'S AND SENEGAL'S EDUCATION SYSTEMS TO LOCAL AND GLOBAL JOB MARKETS: PATHWAYS FORWARD; INPUTS OF THE INDIAN AND CHINESE EDUCATION SYSTEMS	Kpedetin Mignanwande	2019
4520	The vast majority of Fulanis are nomadic pastoralists, who are highly dependent on the dairy production and sales for their livelihood.	Human Rights Assessment in Senegal		2015
4521	Arla Senegal S.A. will handle packaging, marketing, sales and distribution of Arla products in Senegal, and is expected to be operational by the first quarter of 2016.	Human Rights Assessment in Senegal		2015
4522	By forming a joint venture company with the Attieh Group, Arla expects to build annual revenue of euro32m by 2020.	Human Rights Assessment in Senegal		2015
4523	The ambition of Arla Senegal S.A. is to reach 630 tonnes by the end of 2016 and 2,500 tonnes by 2017, i.e.	Human Rights Assessment in Senegal		2015
4524	Due to concerns raised by NGOs towards Arla's potential negative impact on local dairy farmers' human rights6 through sales of imported milk powder, we decided to further investigate and understand how our increasing sales of milk powder might potentially have a negative influence on the human rights of local dairy farmers in Senegal.	Human Rights Assessment in Senegal		2015
4525	Moreover, the Senegalese government aims to develop the dairy sector to improve agricultural selfsufficiency and has introduced a number of agricultural programmes to support the local dairy sector.	Human Rights Assessment in Senegal		2015
4526	Billital Maroobe in Senegal gave us a unique opportunity to study and to discuss development potentials of local dairy production through personal encounters with local farmers in the North Central Region, and in particular the Fulani village of Namarel, in order for us to follow the local value chain from cow to consumer.	Human Rights Assessment in Senegal		2015
4527	In recent years, progress has been observed, and the Senegalese economy is expected to continue to accelerate in 2015.	Human Rights Assessment in Senegal		2015
4528	Both local and international observers considered the election as free and fair18.	Human Rights Assessment in Senegal		2015
4529	MFDC has its roots in the main ethnical group in Casamance, the Diola, who have had strained relations with the Wolof Senegalese in the North.	Human Rights Assessment in Senegal		2015
4530	"The Committee on the Rights of the Child expressed after its review of Senegal in 2006 concern over the growing number of begging street children and so-called ""talibe""53."	Human Rights Assessment in Senegal		2015
4531	Here, the affected group is the pastoralist farmers from the Fulani tribe who are predominantly located in the northern part of the country.	Human Rights Assessment in Senegal		2015
4532	This is considered as one of the key food groups in Senegal.	Human Rights Assessment in Senegal		2015
4533	The government was hoping consumers would replace imported rice with domestically produced foods to stimulate the agricultural sector and reduce the country's dependency on imported rice.	Human Rights Assessment in Senegal		2015
4534	Senegalese people mainly consume milk in the form of milk powder or fermented milk named Lait Caille, which is similar to yoghurt81.	Human Rights Assessment in Senegal		2015
4535	Remarkably, however, Senegalese consumers accord a high value to domestic industrialised fresh milk82.	Human Rights Assessment in Senegal		2015
4536	The present Minister of Livestock in Senegal was appointed in 2012 with a clear ambition to boost local milk production and reduce the import of powdered milk.	Human Rights Assessment in Senegal		2015
4537	The Minister wants to focus on genetic improvement, building storage facilities and improving road access.	Human Rights Assessment in Senegal		2015
4538	Billital Maroobe is recognised by both national and international stakeholders as an organisation that actually has been able to strengthen the representability of the cattle breeders vis-a-vis governmental decisions.	Human Rights Assessment in Senegal		2015
4539	Instead, they try to push the Senegalese government to invest in pastoralism and to improve investments in infrastructure in the pastoralist Northern Central regions of Senegal to improve the framework conditions for an improved dairy value chain.	Human Rights Assessment in Senegal		2015
4540	Consumers have a preference for fresh milk but prefer European products due to food safety121.	Human Rights Assessment in Senegal		2015
4541	The concerns raised by stakeholders in Senegal are in accordance with the number of reports as well as the views of civil society organisations, which argue that surges of imported milk powder are disrupting local markets with negative effects on prices, production and food security in rural areas.	Human Rights Assessment in Senegal		2015
4542	During our stakeholder consultation processes, it became clear that it is to an increasing degree expected from stakeholders, that Arla's business activities will be supportive of the overall local dairy sector development in order to create a win-win situation for the local dairy producers and for Arla as a business.	Human Rights Assessment in Senegal		2015
4543	The agro-pastoral system is used in the middle and southern parts of Senegal and involves breeders and farmers, some of whom are from ethnic groups other than the Fulani.	Human Rights Assessment in Senegal		2015
4544	According to FAO, the aforementioned are involved in cattle breeding and in the dairy sector as they see the potential in terms of revenue and employment.	Human Rights Assessment in Senegal		2015
4545	The Fulani tribe, also known in Senegal as Pulaar, is the ethnic group that is predominantly involved in cattle breeding, and hence milk production.	Human Rights Assessment in Senegal		2015
4546	Disappointed over the lack of successful governmental interventions to improve their basic human rights, the Fulanis are raising their voices through organisations like the Billital Maroobe Network (RBM) and ActionAid to advocate more efficient political intervention measures137.	Human Rights Assessment in Senegal		2015
4547	While milk is considered as a by-product of cattle, income from milk and/or the share of milk in household diets makes up a substantial part of household income and constitutes a basis for daily survival.	Human Rights Assessment in Senegal		2015
4548	On the other hand, cattle breeders consider the continuously limiting of open areas for grazing as an increasingly serious concern150.	Human Rights Assessment in Senegal		2015
4549	The total Senegalese dairy market is estimated to be euro415m, equivalent to 75 kilotons, of which 30 kilotons are milk powder (40%).	Human Rights Assessment in Senegal		2015
4550	Senegalese people mainly consume milk in the form of milk powder or fermented milk.	Human Rights Assessment in Senegal		2015
4551	Arla Senegal S.A. will handle packaging, marketing, sales and distribution of Arla products in Senegal, and is expected to be operational before the end of this year.	Human Rights Assessment in Senegal		2015
4552	According to the CEO of Laiterie du Berger, the three reasons for a large portion of the population to choose milk powder over local milk are: health and safety considerations, availability and price.	Human Rights Assessment in Senegal		2015
4553	According to a relevant study167, however, research shows that if available and affordable, local consumers would prefer locally produced products.	Human Rights Assessment in Senegal		2015
4554	Marketing is seen as both an economic and social activity as it involves the women selling directly to the community, often having a door-to-door approach, to the local dairies and to the local market.	Human Rights Assessment in Senegal		2015
4555	The collected fresh milk never constituted more than 1% of the factory's milk input and in 2002 they decided to withdraw from milk collecting in the pastoral area178.	Human Rights Assessment in Senegal		2015
4556	The Senegalese population predominantly consumes milk powder or fermented milk.	Human Rights Assessment in Senegal		2015
4557	"The company markets pasteurised milk, yoghurt, fresh cream and sour milk under the brand name Dolima, which means ""Give me more"" in Wolof, Senegal's national language."	Human Rights Assessment in Senegal		2015
4558	According to the head of collection, two or three of the cold trucks are able to collect an average of 1,500 litres of milk per day from Fulani herders living on isolated farms.	Human Rights Assessment in Senegal		2015
4559	According to a review of the company's impact in the region, its arrival enabled these farmers to find a buyer for their production at a period - the rainy season - when it had no commercial value193.	Human Rights Assessment in Senegal		2015
4560	Now, Arla Senegal S.A., the joint venture company between Arla and Attieh Group will handle packaging, marketing, sales and distribution of Arla products in Senegal, and is expected to be operational in early 2016.	Human Rights Assessment in Senegal		2015
4561	They believe that government does not have the incentive to invest in the sector since there are sufficient cheaper products available at the market to satisfy the present milk deficit.	Human Rights Assessment in Senegal		2015
4562	Consumers prefer fresh milk but prefer European products due to higher food safety197.	Human Rights Assessment in Senegal		2015
4563	The ambition of Arla Senegal S.A. is to reach 630 tonnes by the end of 2015 and 2,500 tonnes by 2017, i.e.	Human Rights Assessment in Senegal		2015
4564	Arla recognises the need to further increase understanding of the complex relationship between local dairy sector development and the potential adverse impact on imports of milk powder.	Human Rights Assessment in Senegal		2015
4565	Small holder female farmers Ramata Niass and Faty Penda Niasse (right): Daniella Van Leggelo-Padilla / World Bank	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4566	The team is grateful to the peer reviewers: Holger A. Kray, Dilip Ratha, Mio Takada, and Aphichoke Kotikula, for their tremendous guidance.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4567	The team also gratefully acknowledges Madhur Gautam, Federica Marzo, Dhushyanth Raju for extremely helpful suggestions.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4568	The team is grateful for the tremendous support and encouragement from the colleagues from Nepal country team (Mio Takada, Karishma Wasti, Purna Bahadur Chhetri, Chris Jackson, Sanjay Srivastava, and Omar Lyasse,) and Senegal country team (Aifa Fatimata Niane Ndoye, El Hadj Adama Toure, Feder-ica Marzo, Paolo B. Zacchia, and Sophie Naudeau).	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4569	The team is extremely grateful to Nepa School of Social Science and Humanities and a team led by Dr. Sudhindra Sharma at the Inter Disciplinary Analysts for their diligent and highly efficient work in implementing Nepal survey and National Statistics Office of Senegal for implementing Senegal Survey.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4570	The team is thankful to colleagues Sanjiva Cook, Dorte Verner, Michael Morris, Mellissa Williams, Natasha Hayward, Nichola Dyer, Izabela Leao, Aira Maria Htenas, Ioannis Vasileiou, and Patricia Van de Velde for their tremendous support and inputs to future areas of research.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4571	Stanley (2015) points out that despite migration, women who stay behind continue to farm even though farming is traditionally seen as men's work in Guatemala.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4572	The composition is also expected to change over time, with initially male-dominated patterns followed by more gender-balanced emigration trends later on.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4573	The 2015 study pointed out that despite migration, women who stay behind continue to farm even though farming is traditionally seen as men's work in Guatemala.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4574	In turn, migrants who send remittances back home are deemed successful.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4575	Migrants are also better educated: only 9 percent of international migrants have no education compared to 33 percent of rural people who stay behind; 24 percent have a primary education compared to 18 percent of nonmigrants; and 67 percent have a secondary education compared to 48 percent of the nonmigrant population.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4576	Internal migrants appear to be slightly better offin this respect--64 percent have no education, but the rest have at least some primary or even some secondary	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4577	"Contributing family workers are those who ""hold self-employment jobs in an establishment operated by a related person, with a too-limited degree of involvement in its operation to be considered a partner"" (ibid)."	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4578	Forty-eight percent of women in households with an international migrant work fewer than 10.5 hours a day compared to 56 percent of women in nonmigrant households, suggesting a potential disempowering effect of migration on women who stay behind through higher work burden.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4579	In particular, women's roles in Senegal are prescribed to the domestic sphere and women are expected to be supported by their husbands.	MALE OUTMIGRATION AND WOMEN’S WORK AND EMPOWERMENT IN AGRICULTURE The Case of Nepal and Senegal		2019
4580	Demonstration of the paddy cultivation technology by the group of practical farmers.	Ministry of Agriculture and the Rural Equipment Société d’aménagement et d’exploitation des terres du delta du fleuve Sénégal et des vallées du fleuve Sénégal et de la falémé (SAED) Project on Improvement of Rice Productivity for Irrigation Schemes in the Valley of Senegal in Republic of Senegal	Saint Louis, Matam Diourbel	2014
4581	Irrigated paddy grows favorably by the technical guidance by PAPRIZ.	Ministry of Agriculture and the Rural Equipment Société d’aménagement et d’exploitation des terres du delta du fleuve Sénégal et des vallées du fleuve Sénégal et de la falémé (SAED) Project on Improvement of Rice Productivity for Irrigation Schemes in the Valley of Senegal in Republic of Senegal	Saint Louis, Matam Diourbel	2014
